source,source_id,name,city,address,latitude,longitude,phone,website,rating,review_count,opening_hours,price_range,tags,licensed,detail_url,lastmod,google_place_id,google_phone,google_website,google_hours,google_rating,google_user_ratings,google_maps_uri,google_returned_address,google_match_confidence
weed_th,3e77b588-6bbf-437e-a9ff-d78ea3c03914,The Brute Sir Cannabis(TBS),Udon Thani,"เลขที่133/14 หมดูที่1 ซ. กำนัน Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,5.0,6,,,,,https://weed.th/shop/3e77b588-6bbf-437e-a9ff-d78ea3c03914/udon-thani/the-brute-sir-cannabistbs,2026-05-24T04:29:22.083Z,ChIJx6hqgo-dIzEROIBI1CjrJ0w,061 229 0422,https://www.instagram.com/rancannabisrun?igsh=aWhxb25pNW1hNGlo,Monday: 6:00 PM – 12:00 AM | Tuesday: 6:00 PM – 12:00 AM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 12:00 AM | Saturday: 6:00 PM – 12:00 AM | Sunday: 6:00 PM – 12:00 AM,5,15,https://maps.google.com/?cid=5487613231566979128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"72 10 Thongyai Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,fe7ea892-dfae-4be4-aa99-61f7207b2d72,Ganjaland,Udon Thani,"73/1 วัฒนานุวงศ์ ตำบลหมากแข้ง อำเภอเมือง Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,4,,,,,https://weed.th/shop/fe7ea892-dfae-4be4-aa99-61f7207b2d72/udon-thani/ganjaland,2026-05-03T23:02:01.791Z,ChIJaz3alhqdIzERR0eWNfcid1s,064 827 6321,https://www.ganjaland-th.com/,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,5,1,https://maps.google.com/?cid=6590775024831317831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"73/1 Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,163ed289-1a33-4d84-835d-574577f3b390,DrunkCat4:20 Cannabisshop,Udon Thani,"339 Tambon Sam Phrao, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,36,,,,,https://weed.th/shop/163ed289-1a33-4d84-835d-574577f3b390/udon-thani/drunkcat420-cannabisshop,2026-05-05T20:29:46.131Z,ChIJvRtDHQCdIzERL8d7CryQ7WA,098 241 4764,https://www.facebook.com/share/1BqDb5FZYf/,Monday: 5:00 PM – 5:30 AM | Tuesday: 5:00 PM – 5:30 AM | Wednesday: 5:00 PM – 5:30 AM | Thursday: 5:00 PM – 5:30 AM | Friday: 5:00 PM – 5:30 AM | Saturday: 5:00 PM – 5:30 AM | Sunday: 5:00 PM – 5:30 AM,4.9,38,https://maps.google.com/?cid=6984397734425642799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"219 2 Adulyadej Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,7cd95b4c-e43a-4910-817e-2a531231acd6,เพลินกัญ อุดรธานี cannabis Home,Udon Thani,"7 2263, Tambon Ban Lueam, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,4.8,17,,,,,https://weed.th/shop/7cd95b4c-e43a-4910-817e-2a531231acd6/udon-thani/%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%8D-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5-cannabis-home,2026-05-03T23:02:01.791Z,ChIJL_PHLQWdIzERm1lryvBgAx0,083 459 7964,https://url.in.th/zfFWU,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,4.9,10,https://maps.google.com/?cid=2090621239334492571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"99 ข้างๆเซเว่น 999 Promprakay Rd, ต.บ้านเลื่อม Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,76e17de2-dcc6-4763-b2ba-e02a4d5784be,MS Dynolab by คาวดาก,Udon Thani,"4/7 ถนน สุรการ ตำบล หมากแข้ง อำเภอ เมือง Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,2,,,,,https://weed.th/shop/76e17de2-dcc6-4763-b2ba-e02a4d5784be/udon-thani/ms-dynolab-by-%E0%B8%84%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B8%B2%E0%B8%81,2026-05-24T04:28:03.120Z,ChIJz6shqqydIzER8_-0JTGDi0k,086 422 9485,http://facebook.com/MSDynolab,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,5,1,https://maps.google.com/?cid=5299473633640775667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ถ. บุญยาหาร Tambon Ban Lueam, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,ea723bcd-173e-420b-8600-7a0b1dd72915,TermGun,Udon Thani,"44 45 Mak Khaeng, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,35,,,,,https://weed.th/shop/ea723bcd-173e-420b-8600-7a0b1dd72915/udon-thani/termgun,2026-05-24T04:26:13.264Z,ChIJk5JqHS2dIzERSXYjxcUtzNY,099 474 1110,https://lin.ee/twWPYa4,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,4.8,33,https://maps.google.com/?cid=15477796346804794953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"เติมกัญ 4:20 Cannabis. (สาขา2 แยกธิเบต Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,05add87a-c26a-4efc-aa23-41d7480ec1eb,TONSAI PLAYTANG ต้นสายปลายทาง สาขา 2 กัญชา,Udon Thani,"R. Kitakavee, Piboon Rd, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,5.0,4,,,,,https://weed.th/shop/05add87a-c26a-4efc-aa23-41d7480ec1eb/udon-thani/tonsai-playtang-%E0%B8%95%E0%B9%89%E0%B8%99%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B2%E0%B8%87-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2-2-%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2,2026-05-24T04:24:14.575Z,ChIJ-xh_pL6dIzERPAGf7iOzn94,083 282 9191,,,3.7,3,https://maps.google.com/?cid=16041737364625621308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"R. Kitakavee, Piboon Rd, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,bf641a20-9636-4d9e-be7e-9da391230454,กัญชาshop ถนนอุดรดุษฎี,Udon Thani,,,,,,,,,,,,https://weed.th/shop/bf641a20-9636-4d9e-be7e-9da391230454/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2shop-%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%94%E0%B8%B8%E0%B8%A9%E0%B8%8E%E0%B8%B5,2026-05-03T23:02:01.791Z,ChIJvRtDHQCdIzERL8d7CryQ7WA,098 241 4764,https://www.facebook.com/share/1BqDb5FZYf/,Monday: 5:00 PM – 5:30 AM | Tuesday: 5:00 PM – 5:30 AM | Wednesday: 5:00 PM – 5:30 AM | Thursday: 5:00 PM – 5:30 AM | Friday: 5:00 PM – 5:30 AM | Saturday: 5:00 PM – 5:30 AM | Sunday: 5:00 PM – 5:30 AM,4.9,38,https://maps.google.com/?cid=6984397734425642799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"219 2 Adulyadej Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,3d3f62fc-8582-4488-bc16-f211c2168056,กัญกัญ,Udon Thani,,,,,,,,,,,,https://weed.th/shop/3d3f62fc-8582-4488-bc16-f211c2168056/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%81%E0%B8%B1%E0%B8%8D,2026-05-03T23:02:01.791Z,ChIJk5JqHS2dIzERSXYjxcUtzNY,099 474 1110,https://lin.ee/twWPYa4,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,4.8,33,https://maps.google.com/?cid=15477796346804794953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"เติมกัญ 4:20 Cannabis. (สาขา2 แยกธิเบต Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,fd2b4c9c-51d1-498b-8781-9d5ecf7e6167,เคลิ้มกัญ คาเฟ่ สาขาเมืองอุดรธานี,Udon Thani,"Adulyadej Road, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/fd2b4c9c-51d1-498b-8781-9d5ecf7e6167/udon-thani/%E0%B9%80%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B9%89%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%8D-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,2026-05-03T23:02:01.791Z,ChIJ7XITAxidIzER1_ew8ovyTeo,084 511 9191,,Monday: 9:00 AM – 9:30 PM | Tuesday: 9:00 AM – 9:30 PM | Wednesday: 9:00 AM – 9:30 PM | Thursday: 9:00 AM – 9:30 PM | Friday: 9:00 AM – 9:30 PM | Saturday: 9:00 AM – 9:30 PM | Sunday: 9:00 AM – 9:30 PM,,,https://maps.google.com/?cid=16883417260967917527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Adulyadej Rd, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,d0d798f1-cd1b-4534-b028-7f411ac92559,AK420 Cannabis Shop Udon,Udon Thani,"284 32 บ้าน Soi Nonglek, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,7,,,,,https://weed.th/shop/d0d798f1-cd1b-4534-b028-7f411ac92559/udon-thani/ak420-cannabis-shop-udon,2026-05-24T04:23:15.698Z,ChIJvRtDHQCdIzERL8d7CryQ7WA,098 241 4764,https://www.facebook.com/share/1BqDb5FZYf/,Monday: 5:00 PM – 5:30 AM | Tuesday: 5:00 PM – 5:30 AM | Wednesday: 5:00 PM – 5:30 AM | Thursday: 5:00 PM – 5:30 AM | Friday: 5:00 PM – 5:30 AM | Saturday: 5:00 PM – 5:30 AM | Sunday: 5:00 PM – 5:30 AM,4.9,38,https://maps.google.com/?cid=6984397734425642799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"219 2 Adulyadej Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,492e82cb-5695-48c9-977b-56a405e293d1,ปิดแล้ว,Udon Thani,,,,,,,,,,,,https://weed.th/shop/492e82cb-5695-48c9-977b-56a405e293d1/udon-thani/%E0%B8%9B%E0%B8%B4%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7,2026-05-03T23:02:01.791Z,ChIJdWqro3ydIzERqUeNzYy418s,042 110 555,https://www.centralpattana.co.th/,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,4.5,10888,https://maps.google.com/?cid=14688411624575682473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"277/1-3,271/5, Pajaksinlapacom Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,2195346e-f954-43bf-b983-bf125a536bf5,JaFord Weed (กัญชา อุดร),Udon Thani,"777/777 หลังเซเว่น ตลาดบ้านเหล่า Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/2195346e-f954-43bf-b983-bf125a536bf5/udon-thani/jaford-weed-%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3,2026-05-24T04:21:30.013Z,ChIJm7vIYQWdIzER48pfcEZv2I0,065 145 6562,,Monday: 10:30 AM – 5:30 AM | Tuesday: 10:30 AM – 5:30 AM | Wednesday: 10:30 AM – 5:30 AM | Thursday: 10:30 AM – 5:30 AM | Friday: 10:30 AM – 5:30 AM | Saturday: 10:30 AM – 5:30 AM | Sunday: 10:30 AM – 5:30 AM,5,1,https://maps.google.com/?cid=10221041702641060579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"777/777 หลังเซเว่น ตลาดบ้านเหล่า Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,15eddc2e-98a2-46fc-a595-2b0492bf5e94,MR.SADMAN FARM,Udon Thani,"112 Tambon Huai Sam Phat, Amphoe Prachaksinlapakhom, Chang Wat Udon Thani 41110, Thailand",,,,,5.0,17,,,,,https://weed.th/shop/15eddc2e-98a2-46fc-a595-2b0492bf5e94/udon-thani/mrsadman-farm,2026-05-24T04:20:41.183Z,ChIJZb2sXXENIzERYQx8mmKctdQ,063 046 5748,,Monday: 9:00 AM – 11:30 PM | Tuesday: 9:00 AM – 11:30 PM | Wednesday: 9:00 AM – 11:30 PM | Thursday: 9:00 AM – 11:30 PM | Friday: 9:00 AM – 11:30 PM | Saturday: 9:00 AM – 11:30 PM | Sunday: 7:00 AM – 11:30 PM,4.9,16,https://maps.google.com/?cid=15327328854137900129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"112 Tambon Huai Sam Phat, Amphoe Prachaksinlapakhom, Chang Wat Udon Thani 41110, Thailand",high
weed_th,8cac4802-25e8-439a-8808-4e301d7f2dc2,กัญชาออแกนิค100,Udon Thani,"เพ็ญ Tambon Phen, Amphoe Phen, Chang Wat Udon Thani 41150, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/8cac4802-25e8-439a-8808-4e301d7f2dc2/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2%E0%B8%AD%E0%B8%AD%E0%B9%81%E0%B8%81%E0%B8%99%E0%B8%B4%E0%B8%84100,2026-05-24T04:19:23.394Z,ChIJw-VTvpiBJDERqWfPwuM4XFE,061 062 2769,,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 11:00 PM,5,1,https://maps.google.com/?cid=5862623365806647209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"เพ็ญ Tambon Phen, Amphoe Phen, Chang Wat Udon Thani 41150, Thailand",high
weed_th,52404794-0a0f-4df6-9751-768688dde01b,TG Cannabis,Udon Thani,"681 Tambon Sam Phrao, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/52404794-0a0f-4df6-9751-768688dde01b/udon-thani/tg-cannabis,2026-05-24T04:19:05.040Z,ChIJXaPVAQCdIzERmdk25fEpoAk,099 816 6033,https://www.facebook.com/share/19qez2JVZr/?mibextid=wwXIfr,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,5,12,https://maps.google.com/?cid=693600461524490649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"441 Soi Klong Charoen, Tambon Ban Lueam, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,c167e47d-b1e8-482d-96b1-a39f92a18a60,กัญชาออร์แกนิกอุดร3,Udon Thani,,,,,,,,,,,,https://weed.th/shop/c167e47d-b1e8-482d-96b1-a39f92a18a60/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%81%E0%B8%81%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A33,2026-05-03T23:02:01.791Z,ChIJU7BfYACdIzERg79p1WhxwV8,,,,,,https://maps.google.com/?cid=6899920799179325315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"9RX2+67X, Soi Thep Buri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,5edce389-b39b-4111-a6e8-1270af69a08a,เตี๋ยว กัญชา BP FOOD,Udon Thani,"74/23 Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/5edce389-b39b-4111-a6e8-1270af69a08a/udon-thani/%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7-%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2-bp-food,2026-05-24T04:18:14.322Z,ChIJ7-GrTjGdIzERupbji_RFV1o,065 463 0605,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,5,1,https://maps.google.com/?cid=6509748703008626362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"74/23 Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,30c60cc3-1301-49b5-8c11-6dc4817fd576,She&apos;s Weed,Udon Thani,"57 โพนพิสัย ตำบลหมากแข้ง อำเภอเมืองอุดรธานี หมากแข้ง Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,4.4,16,,,,,https://weed.th/shop/30c60cc3-1301-49b5-8c11-6dc4817fd576/udon-thani/shes-weed,2026-05-03T23:02:01.791Z,ChIJ-3kEZGidIzERx-ceAe1aZjU,,,,,,https://maps.google.com/?cid=3847862905607219143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"CQ8R+JW4, Phon Phisai, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,4b1de9bf-a696-4a9c-8512-60355c932802,กัญชาอุดรธานี สโตนวีด stoned weed cannabis udon thani,Udon Thani,,,,,,,,,,,,https://weed.th/shop/4b1de9bf-a696-4a9c-8512-60355c932802/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5-%E0%B8%AA%E0%B9%82%E0%B8%95%E0%B8%99%E0%B8%A7%E0%B8%B5%E0%B8%94-stoned-weed-cannabis-udon-thani,2026-05-03T23:02:01.791Z,ChIJ35ELf-OdIzERVrqDQpU7cA4,,https://udfweed.com/,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,5,440,https://maps.google.com/?cid=1040397026174679638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"299 Pajaksinlapacom Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,5a1ca53b-02b6-4185-87f6-7e685f1c4601,กัญชา ช็อป,Udon Thani,"213 Tambon Nong Na Kham, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,4,,,,,https://weed.th/shop/5a1ca53b-02b6-4185-87f6-7e685f1c4601/udon-thani/%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2-%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B,2026-05-24T04:17:21.589Z,ChIJcVbcKzOdIzERUd5y8uXvvy0,093 110 2966,https://www.facebook.com/people/THAI-STICK-STORE/100090745614140/,Monday: 10:00 AM – 8:30 PM | Tuesday: 10:00 AM – 8:30 PM | Wednesday: 10:00 AM – 8:30 PM | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 8:30 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 10:00 AM – 8:30 PM,5,132,https://maps.google.com/?cid=3296617223152655953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"84/15 Tambon Nong Na Kham, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,f408c66d-e25a-4c3c-ba19-159f008169d3,ฟอร์ด โอสถ ( จำหน่าย ผลิตภัณฑ์ สมุนไพรไทย ),Udon Thani,"77/9 หลัง เซเว่น ตลาดบ้านเหล่า Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,5.0,4,,,,,https://weed.th/shop/f408c66d-e25a-4c3c-ba19-159f008169d3/udon-thani/%E0%B8%9F%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94-%E0%B9%82%E0%B8%AD%E0%B8%AA%E0%B8%96-%E0%B8%88%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%B2%E0%B8%A2-%E0%B8%9C%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A0%E0%B8%B1%E0%B8%93%E0%B8%91%E0%B9%8C-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%99%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B9%84%E0%B8%97%E0%B8%A2,2026-05-24T04:17:09.213Z,ChIJFy5lvlWdIzERZXNT0pjs-n8,065 145 6562,,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,5,4,https://maps.google.com/?cid=9221943328102380389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"77/9 หลัง เซเว่น ตลาดบ้านเหล่า Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,f62da1d4-2c7c-4970-8ac6-f8182631f4f4,Kcannabis Store UD,Udon Thani,"Chaemnuson, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,3.4,5,,,,,https://weed.th/shop/f62da1d4-2c7c-4970-8ac6-f8182631f4f4/udon-thani/kcannabis-store-ud,2026-05-03T23:02:01.791Z,ChIJ35ELf-OdIzERVrqDQpU7cA4,,https://udfweed.com/,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,5,440,https://maps.google.com/?cid=1040397026174679638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"299 Pajaksinlapacom Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
