src_id,name,city,website,scraped_emails,fetch_status
osm:3091182368,Canterbury Tales,1009-pattaya,https://www.canterburytalescafe.com/UK/Guesthouse_pattaya_rooms_for_rent.php,,fetch_failed
osm:3092020760,Rosie O' Gradys,1009-pattaya,http://www.rosieogradyspattaya.com/rosiesrooms.php,,fetch_failed
osm:3094743428,China Garden,1009-pattaya,http://www.chinagardenpattaya.com,,fetch_failed
osm:3101148636,Access Inn,1009-pattaya,https://www.accessinnpattaya.com/dine/,,fetch_failed
osm:3165291174,Barracuda Guesthouse,1009-pattaya,https://www.barracudabar-pattaya.com/,,ok
osm:3205653382,Bluebird Inn,1009-pattaya,http://bluebirdinn.eu/,,ok
osm:3207684155,English Rose,1009-pattaya,http://englishrosepattaya.com/,,fetch_failed
osm:3207684159,Sooi-Tee Guest House,1009-pattaya,http://www.seawannakijtours-sooitee.com,,fetch_failed
osm:3211990989,Malee 1 Apartment,1009-pattaya,http://maleepattaya3.com/,,fetch_failed
osm:3211990990,The Captain's Guesthouse,1009-pattaya,https://thecaptainsbar.com/,,ok
osm:3212008101,Chill Out Guesthouse,1009-pattaya,http://chilloutguesthouse2-pattaya.com/,,fetch_failed
osm:3220067737,Mediterranean Garden Resort,1009-pattaya,http://www.medgardenresort.com/,,fetch_failed
osm:3221289348,Robin's Nest Guesthouse,1009-pattaya,https://robinsnestpattaya.com/,,ok
osm:3223267164,The Red Balcony Inn,1009-pattaya,http://theredbalconypattaya.com/,,fetch_failed
osm:3227751576,The Moonlight Place,1009-pattaya,http://moonlightap.com/,,fetch_failed
osm:3227769373,Lewiinski's,1009-pattaya,http://www.lewiinskispattaya.com/,,fetch_failed
osm:3227769374,Sugar Shack,1009-pattaya,https://sugarshackbar.com/,,fetch_failed
osm:3251869720,Chalet Guesthouse,1009-pattaya,https://www.chaletsuissepattaya.com/,info@chaletsuissepattaya.com,ok
osm:3261380776,SP Boutique,1009-pattaya,https://www.thespboutique.com/,,ok
osm:3262977857,JA Siam,1009-pattaya,http://www.javilla.co.th/jasiam/,,fetch_failed
osm:3311631718,Encore Hotel,1009-pattaya,https://theencorehotel.com/,,ok
osm:3311631719,Henry Apartment,1009-pattaya,http://www.henryapartmentpattaya.com/,,fetch_failed
osm:3440636525,69ers,1009-pattaya,http://www.69ersbeerbar.com/,,fetch_failed
osm:3523518858,Surf Beach Hotel,1009-pattaya,http://surfbeachhotel.net/,,fetch_failed
osm:3523548840,Wombat Bar,1009-pattaya,https://wombatkiwiyt.wixsite.com/wombatandkiwibar,wombatkiwiyt@gmail.com,ok
osm:3523548841,Wombat Guesthouse,1009-pattaya,http://www.wombatbar.com/,,fetch_failed
osm:3523622841,Dragon Beach Resort,1009-pattaya,https://www.dragonbeachhotel.com/,info@dragonbeachhotel.com; frontoffice@dragonbeachhotel.com,ok
osm:3523622845,Seaside Jomtien Beach,1009-pattaya,https://theseasidejomtienpattaya.com/,rsvn@theseasidejomtienpattaya.com,ok
osm:3526022617,Lisa's Guesthouse,1009-pattaya,http://www.lisaguesthouse.com/,,fetch_failed
osm:3533053047,Double Dutch,1009-pattaya,https://www.doubledutchthailand.com/,,fetch_failed
osm:3607896931,Pizza Italy,1009-pattaya,http://www.pizzaitalytk.com/,,fetch_failed
osm:3753212870,The Hideaway,1009-pattaya,https://www.pattayaguesthouse-hideaway.com/,,ok
osm:3882676144,Swiss Food,1009-pattaya,http://www.swissfood.net/,,fetch_failed
osm:3882689605,Blue Moose Sports Bar & Grill,1009-pattaya,https://www.bluemoosesportsbar.com/,,fetch_failed
osm:3907840273,Cucumber Inn,1009-pattaya,http://cucumberpattaya.com/,,fetch_failed
osm:3976179150,HighFive Guesthouse,1009-pattaya,http://www.highfiveguesthouse.com/,highfive.guesthouse@gmail.com,ok
osm:3984025199,Bueng Bua Thong Resort,1009-pattaya,http://www.buengbuathongresort.com/,buengbuathong@gmail.com,ok
osm:4123555257,Green Signal Suite,1009-pattaya,http://greensignalsuite.com/,,fetch_failed
osm:4194512822,Guesthouse Pattaya City,1009-pattaya,https://www.gaestehaus-pattaya-city.com/de/,,ok
osm:4472309589,Nirvana Platinum BBQ Villa,1009-pattaya,http://GrandisVillas.com,,fetch_failed
osm:4605338296,พัทยาปาร์คทาวเวอร์,1009-pattaya,https://www.pattayapark.com/,,ok
osm:4815563321,,1009-pattaya,https://talequale.wixsite.com/morepiva,,ok
osm:5553148222,Shurmann’s HOME,1009-pattaya,https://musicv.ru/,,fetch_failed
osm:6511349338,Olive Tree Hotel,1009-pattaya,http://www.olivetreepattaya.com/,olivetreepattaya@gmail.com,ok
osm:13099491852,HIDELAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491857,TUCHELAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491858,NEBULAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491859,STARLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491860,POTTERLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491861,YAILAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491862,JOOPLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491863,IZZYLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491864,PAPA NONO,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491865,LUMALAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491866,GOLDLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491867,WOWLAND Luxury Pool Villa Pattaya Walking Street,1009-pattaya,https://www.pattayaland.com,,ok
osm:13099491868,LOST PATTAYA LAND,1009-pattaya,https://www.pattayaland.com,,ok
osm:13257204051,มารีน่า จอมเทียน,1009-pattaya,https://www.apipropertypattaya.com/,api.property2021@gmail.com,ok
osm:108189502,Pattaya Park Hotel,1009-pattaya,https://www.pattayapark.com/accommodation.html,,fetch_failed
osm:147010370,Jomtien Thani,1009-pattaya,https://www.jomtienthanihotel.com/,,ok
osm:153537864,Sutus Court,1009-pattaya,http://www.sutuscourt.com/,sutuscourt@hotmail.com,ok
osm:153537885,Bliss Mansion,1009-pattaya,http://www.carltonpattayahotel.com/p_bliss.php,,fetch_failed
osm:153537936,Baraquda,1009-pattaya,https://hotelbaraquda.com/,,ok
osm:153537944,Journeyhub Pattaya Central,1009-pattaya,https://journeyhubhotels.com/pattaya-central/,stay.pattaya@journeyhubhotels.com,ok
osm:153537967,Hermann Hotel Pattaya,1009-pattaya,https://www.hermannhotel.com/,info@hermannhotel.com,ok
osm:159831988,Meliá,1009-pattaya,https://www.melia.com/en/hotels/thailand/pattaya/melia-pattaya,info.pattaya@melia.com,ok
osm:164963862,Authong Residence,1009-pattaya,https://www.authong-residence.com/,,fetch_failed
osm:208894458,Sigma Resort Jomtien,1009-pattaya,https://www.sigmaresort.com/,,fetch_failed
osm:238169920,Plumeria,1009-pattaya,http://www.plumeriapattaya.com/,,fetch_failed
osm:239319041,Pattaya Hill Resort,1009-pattaya,http://www.abricolepattaya.com/,,fetch_failed
osm:242794605,Nova Pattaya - Sea View,1009-pattaya,https://novapattaya.com/,reservation@novapattaya.com; info@novapattaya.com,ok
osm:253420259,Boutique City Hotel,1009-pattaya,http://www.bh-citypattaya.com,,fetch_failed
osm:259504220,Sabai Sabana,1009-pattaya,https://sabanapattaya.com,reservation@sabanapattaya.com; otabooking@sabanapattaya.com,ok
osm:266333530,The Leela Resort & Spa Pattaya,1009-pattaya,https://theleelaresortpattaya.com/,,ok
osm:268563439,Grande Centre Point Space Pattaya,1009-pattaya,https://spacepattaya.com,spacepattaya@gcphotels.com,ok
osm:276210171,Nature View Hotel,1009-pattaya,http://www.natureviewpattaya.com/,,fetch_failed
osm:284816317,Let's Hyde Resort & Villas,1009-pattaya,https://letshyde.com,,ok
osm:284963776,Pattaya Garden Hotel,1009-pattaya,https://www.pattayagardenresort.com/,,ok
osm:307546412,Silver Sand Villa,1009-pattaya,https://www.silversandvilla.com/,silver1@jinet.com; info@silversandvilla.com,ok
osm:307546417,Fifth Jomtien,1009-pattaya,https://www.fifthjomtien.com/,reservation@fifthjomtien.com,ok
osm:311061519,Rattakit Mansion,1009-pattaya,http://www.rattakitmansion.com/,,fetch_failed
osm:311141636,V2 Mansion,1009-pattaya,http://www.v2pattaya.com/,,fetch_failed
osm:311141659,Yensabai Mansion,1009-pattaya,https://www.yensabaimansion.com/,,fetch_failed
osm:311304028,Naklua Beach Resort,1009-pattaya,http://www.naklua-beach.com/,,fetch_failed
osm:311310333,Euro Star,1009-pattaya,https://www.hotel-pattaya.at/,,fetch_failed
osm:311313689,Kintamani Resort,1009-pattaya,http://www.kintamani.no,,fetch_failed
osm:311315526,Nisakorn Place,1009-pattaya,http://www.nisakornplacepattaya.com,,ok
osm:311431264,Eurasia Boutique Hotel,1009-pattaya,http://www.eurasiaboutiquehotel.com/,,fetch_failed
osm:311507309,R-Con Blue Ocean,1009-pattaya,http://www.r-conblueocean.com/,,fetch_failed
osm:311507366,โรงแรมลิโด้แกรนด์,1009-pattaya,http://www.tonydisco.com/Lidogrand.html,,fetch_failed
osm:311507385,Memo Suite,1009-pattaya,https://www.memosuitepattaya.com/,,fetch_failed
osm:311507391,Lido Motel,1009-pattaya,http://www.tonydisco.com/Lido.html,,fetch_failed
osm:311526219,Piyada Residence,1009-pattaya,https://www.piyadapattaya.com/,,ok
osm:311526259,VC Hotel,1009-pattaya,https://www.vchotelresort.com/,reservation@vchotelresort.com,ok
osm:311526264,The Beverly Hotel Pattaya,1009-pattaya,http://www.hotelbeverlyplazapattaya.com/,,ok
osm:311552908,LK Crystal Place,1009-pattaya,https://www.lkpattaya.com/crystalplace/,booking@lkpattaya.com; rsvn@lkpattaya.com,ok
osm:311589107,Mike Garden,1009-pattaya,https://www.mikegardenresort.com/,,ok
osm:311789898,Rose House Pattaya,1009-pattaya,http://www.rosehousepattaya.com,,fetch_failed
osm:311867360,Mermaid's Beach Resort,1009-pattaya,http://www.mermaidbeachresort.com,,ok
osm:311867370,High Lords Residence,1009-pattaya,http://www.highlordsresidence.com,,fetch_failed
osm:311941447,Neo Hotel,1009-pattaya,https://neopattaya.com/,neohotelpattaya2019@gmail.com,ok
osm:312051431,Sunbeam Hotel Pattaya,1009-pattaya,https://www.sunbeamhotel.net,,ok
osm:312083832,Flipper House,1009-pattaya,https://www.flipperhotels.com/flipper_house/,flipperhousehotelpattaya@gmail.com,ok
osm:312083898,LK Pavilion,1009-pattaya,http://www.lkpavilionpattaya.com/,,fetch_failed
osm:312193547,Nova Suites,1009-pattaya,https://novasuites-pattaya.com,,ok
osm:312193561,Dang Apartment,1009-pattaya,http://www.dangapartment.com/,,fetch_failed
osm:312193564,Grace Mansion,1009-pattaya,http://www.gracepattaya.com,gracemansionpattaya@yahoo.com; gracemansion@hotmail.com,ok
osm:312193580,PR Mansion,1009-pattaya,http://www.gracepattaya.com,gracemansionpattaya@yahoo.com; gracemansion@hotmail.com,ok
osm:312193591,Sawasdee Place,1009-pattaya,https://www.sawasdeeplace.net/,,fetch_failed
osm:312193596,Soi 2 Inn,1009-pattaya,https://www.soi2inn.com/,&nbsp;pattayasoi2hotel@gmail.com; pattayasoi2hotel@gmail.com,ok
osm:312193605,The Markland Village,1009-pattaya,http://marklandvillage.com,,fetch_failed
osm:312193683,69ers,1009-pattaya,http://www.69ersbeerbar.com/,,fetch_failed
osm:312273106,Villa Oranje,1009-pattaya,http://www.villaoranje.com/,,ok
osm:312722483,Grand Hotel,1009-pattaya,https://www.grandhotelpattaya.com/,,ok
osm:312910369,Inn Residence,1009-pattaya,http://www.innresidencepattaya.com/,info@innresidencepattaya.com,ok
osm:312910381,The Now Hotel,1009-pattaya,https://www.thenowhotel.com/,contact@thenowhotel.com,ok
osm:312910416,Inn Place,1009-pattaya,http://www.innplacepattaya.com/,info@innresidencepattaya.com,ok
osm:312986051,Uma Apartment,1009-pattaya,http://www.umaapartment.com/,,fetch_failed
osm:315880240,Ampan Resort,1009-pattaya,http://ampanresort.com/,,fetch_failed
osm:316011335,Sea Me Spring Hotel Too,1009-pattaya,https://www.seamespringtoohotel.com/,,fetch_failed
osm:316011336,Sea Me Spring Hotel,1009-pattaya,http://www.seamespringhotel.com/,,ok
osm:317908516,Erholung Pattaya,1009-pattaya,http://www.erholungpattaya.com/,info@erholungpattaya.com,ok
osm:318042381,Hotel Chitra Suite & Spa,1009-pattaya,http://www.chitravilla.in.th/,,fetch_failed
osm:318321328,Sansuk,1009-pattaya,http://www.sansukpattaya.com,,ok
osm:318352944,Angpao Residence Apartments,1009-pattaya,https://www.angpaoresidence.com/,,fetch_failed
osm:318361034,Rita Resort,1009-pattaya,https://www.ritaresort.com/,,ok
osm:321949715,Crystal Palace,1009-pattaya,https://www.crystalpalacepattaya.com/,,ok
osm:321949717,Prima Villa,1009-pattaya,https://www.primavillahotel.com/,,ok
osm:321949718,Siwalai City Place,1009-pattaya,http://www.siwalaicityplace.com,,fetch_failed
osm:322203169,Eastiny Inn,1009-pattaya,http://www.eastinypattaya.com/inn/,,fetch_failed
osm:322203180,Adelphi,1009-pattaya,https://www.adelphipattaya.com/,,ok
osm:322203255,Nautical Inn,1009-pattaya,http://www.nauticalinn.co.th,,ok
osm:322288375,ChiCChiLL@Eravana,1009-pattaya,http://eravana.com,,fetch_failed
osm:322630177,Phu View Talay Resort,1009-pattaya,http://www.phuviewtalayresort.com/,info@phuviewtalayresort.com,ok
osm:323217728,Rabbit Resort,1009-pattaya,https://www.rabbitresort.com/,sales@rabbitresort.com,ok
osm:331474821,Natural Park Resort,1009-pattaya,https://www.naturalparkresort.com/pattaya/,,fetch_failed
osm:335206980,AA Hotel,1009-pattaya,http://www.aahotelpattaya.com/,,fetch_failed
osm:335206983,Inn House,1009-pattaya,http://innhousepattaya.com/,,ok
osm:336954443,Avila Resort,1009-pattaya,http://avilapattaya.com,,fetch_failed
osm:336954492,Tevan Jomtien Hotel,1009-pattaya,http://www.tevanjomtienpattaya.com/,,fetch_failed
osm:338781025,Rinnaphat Place,1009-pattaya,http://rinnaphatplace.net/,,fetch_failed
osm:340655358,Golden Villa,1009-pattaya,https://www.goldenvillapattaya.com/,,ok
osm:340880988,Harmony Inn,1009-pattaya,http://harmony-inn.com/,,fetch_failed
osm:341145926,Noknoi Apartments,1009-pattaya,http://noknoiapartment.com/,,fetch_failed
osm:342674696,Apex Pattaya,1009-pattaya,http://www.apexhotelpattaya.com/,,fetch_failed
osm:342684582,Mac's Place Hotel,1009-pattaya,https://www.mrmachotel.com/,,ok
osm:344781740,Grand Lord Resort,1009-pattaya,http://www.grandlordresort.com/,,fetch_failed
osm:344781742,P.K. Resort,1009-pattaya,http://www.pkpattaya.com/,,fetch_failed
osm:345992981,Jomtien Boathouse,1009-pattaya,https://www.jomtien-boathouse.com/,,ok
osm:346250219,Sun Sky Resort,1009-pattaya,https://sunskyresort.com/,,ok
osm:346253724,D Varee,1009-pattaya,http://www.dvaree.com,info.corporate@dvaree.com,ok
osm:346820709,Welcome Jomtien Beach Hotel,1009-pattaya,http://www.welcomejomtienpattaya.com,,fetch_failed
osm:352951826,Dariva Place,1009-pattaya,http://darivaplace.com/,,fetch_failed
osm:374689894,High Five Hotel,1009-pattaya,http://www.highfivehotel.com/,highfivehotelpattaya@gmail.com,ok
osm:386144112,Honey Boutique,1009-pattaya,http://www.hboutiquehotelpattaya.com/,,fetch_failed
osm:396664950,The Sun Xclusive,1009-pattaya,https://www.sunxclusive.com/,,ok
osm:428910705,Vlike@Pattaya,1009-pattaya,http://www.vlikepattaya.com,,fetch_failed
osm:452208683,Mood Hotel,1009-pattaya,https://www.moodpattaya.com/,,ok
osm:462581136,Savotel,1009-pattaya,http://www.savotel.com/,,ok
osm:481836052,BarBazaar Suite,1009-pattaya,http://barbazaarsuite.com/,,ok
osm:528752008,Balitaya Resort,1009-pattaya,https://www.balitayaresort.com/,,fetch_failed
osm:623891673,The Zign Hotel,1009-pattaya,https://www.thezignhotel.com/,,ok
osm:838728601,Blue Sky,1009-pattaya,https://www.pattayabluesky.com/,reservation@pattayabluesky.com,ok
osm:838813335,Grande Centre Point Pattaya,1009-pattaya,https://grandecentrepointpattaya.com/,pattaya@gcphotels.com,ok
osm:1200656582,Golden Tulip Pattaya Beach Resort,1009-pattaya,http://www.gtbpattaya.com,,fetch_failed
osm:1201857717,แอล เค เลเจนด์,1009-pattaya,https://www.lkpattaya.com/legend/,booking@lkpattaya.com; rsvn@lkpattaya.com,ok
osm:1202105895,Riviera resort,1009-pattaya,https://www.rivierapattaya.com/,,fetch_failed
osm:1202710218,LK Premier Residence,1009-pattaya,https://www.premier.lkpattaya.com/,booking@lkpattaya.com; rsvn@lkpattaya.com,ok
osm:1210007639,Caesar Palace Pattaya,1009-pattaya,http://www.caesarpattaya.net/,reservation@caesarpattaya.net,ok
osm:1210479982,D Apartment,1009-pattaya,http://www.dapartment.com/,,ok
osm:1211319342,Hard Rock Hotel Pattaya,1009-pattaya,https://hotel.hardrock.com/pattaya,,ok
osm:1226656044,Hilton Pattaya,1009-pattaya,https://www.hilton.com/en/hotels/bkkhphi-hilton-pattaya/,,fetch_failed
osm:1315889453,Akara,1009-pattaya,https://www.akarahotels.com/pattaya/,info@akarahotel.com; infopty@akarahotel.com,ok
osm:1485989211,Sea Me Spring Tree Hotel,1009-pattaya,https://www.seamespringtreehotel.com,info@seamespringhotel.com,ok
osm:1584460312,Cafe Des Amis,1009-pattaya,http://cafedesamispattaya.com/,,ok
osm:2868181413,Domicil 2,1009-pattaya,https://www.domicilpattaya.com/,,fetch_failed
osm:3168119790,Cucumber,1009-pattaya,http://cucumberpattaya.com/,,fetch_failed
osm:3259747504,Patrick's Steakhouse,1009-pattaya,https://www.patricksrestopattaya.com/,,ok
osm:3427228366,Bruno's Restaurant & Bar,1009-pattaya,http://www.brunos-pattaya.com/,,ok
osm:3858810274,Swiss Food,1009-pattaya,http://www.swissfood.net/,,fetch_failed
osm:13098251133,One Day Esthetic Art Cafe,1009-pattaya,https://onedayesthetic.com/,onedayesthetic@gmail.com,ok
osm:301567636,Queen Victoria Inn,1009-pattaya,https://www.queenvictoria-inn.com/,,ok
osm:303896270,Penthouse Hotel,1009-pattaya,https://www.penthousehotel.com/,,fetch_failed
osm:358317773,Nova Park,1009-pattaya,http://www.novaparkpattaya.com/,,fetch_failed
osm:411296366,Eldorado Guesthouse,1009-pattaya,http://eldorado-pattaya.com/,,fetch_failed
osm:411313949,Dream Hotel,1009-pattaya,https://www.dreamhotelpattaya.com/,navc.navc@gmail.com,ok
osm:415291952,Chaiyapoon Inn,1009-pattaya,https://www.soichaiyapoon.com/,,ok
osm:421263058,Perfect Residence,1009-pattaya,https://www.perfectpattaya.com/,,fetch_failed
osm:423778087,Cheena House 2,1009-pattaya,http://www.pattayacheenahouse.com,,fetch_failed
osm:700700694,Jon Apartments,1009-pattaya,https://www.stayinpattaya.com/,,ok
osm:1078508241,Fabrice,1009-pattaya,http://www.hotel-fabrice-resort-pattaya.com/,,fetch_failed
osm:1555101562,PJ DJ bar,1009-pattaya,http://www.pjdjbar.com/,,fetch_failed
osm:1557009912,Mulligans Irish Pub,1009-pattaya,https://mulliganspubs.com/,,fetch_failed
osm:1557038847,Dicey Reily Irish Pub,1009-pattaya,https://www.diceyspub.com/,,fetch_failed
osm:1574162968,Jameson's,1009-pattaya,https://www.jamesons-pattaya.com/,,ok
osm:1574173747,Beerfest,1009-pattaya,https://www.beerfest-thai.com/,,fetch_failed
osm:1574197126,Sabai Lodge,1009-pattaya,https://www.sabailodge.co.th/,reservation@sabanapattaya.com; otabooking@sabanapattaya.com,ok
osm:1584469420,Roof Garden Inn,1009-pattaya,https://www.roofgardeninn.com/,,ok
osm:1585821934,Baywalk Residence,1009-pattaya,https://baywalkresidencepattaya.com/,,ok
osm:1602054742,Maitans,1009-pattaya,http://www.maitans.com,,fetch_failed
osm:1602055786,Stefan's Guest House,1009-pattaya,https://www.stefansguesthouse.com/,,fetch_failed
osm:1602055788,Nirvana Boutique Suites,1009-pattaya,https://www.nirvanaboutiquehotel.com/,Sales@nirvanaboutiquehotel.com,ok
osm:1602064562,GI Guest House,1009-pattaya,http://gi-guest-house.hotel-in-pattaya.com/,,ok
osm:1684455394,Destiny,1009-pattaya,https://destinypattaya.com/,,ok
osm:1852626815,Eastiny Resort and Spa,1009-pattaya,http://www.eastinypattaya.com/resort/,,fetch_failed
osm:1874113073,Ticino Restaurant & Vespabar,1009-pattaya,http://ticino.co.th/,info@vespresso.co.th,ok
osm:1880472525,LC Apartment,1009-pattaya,https://www.lcapartment.com/,lcapartments@yahoo.com,ok
osm:1896218950,Punch and Judy Pub,1009-pattaya,http://punchandjudy.co.th/,,fetch_failed
osm:1905717753,Tavee Apartment,1009-pattaya,http://tavee-apartment.com/,,fetch_failed
osm:1912660564,Layla's Place Cabin Resort,1009-pattaya,http://www.laylas-place.com/,,fetch_failed
osm:1912665991,The Magnolias,1009-pattaya,https://www.themagnoliaspattaya.com/,,ok
osm:1964815499,Ocean Marina Yacht Club,1009-pattaya,https://www.oceanmarinayachtclub.com/,,ok
osm:1968064643,Holland Tulip Resort,1009-pattaya,http://www.hollandtulip-resort.com/,,ok
osm:2240492986,Thai Pura Resort,1009-pattaya,http://www.thaipuraresort.com/,,fetch_failed
osm:2279504174,Curve Boutique,1009-pattaya,http://www.curveboutiquepattaya.com/,,fetch_failed
osm:2556637235,Baan Dok Mai,1009-pattaya,http://www.baandm.com/,,fetch_failed
osm:2718646586,Maikan Majatalo,1009-pattaya,http://www.maikanmajatalo.com/,,fetch_failed
osm:2728983146,Chaba Garden,1009-pattaya,http://www.chabagarden.com/,,fetch_failed
osm:2753421255,V Style Boutique Hotel,1009-pattaya,http://www.vstyleboutiquehotel.com/,,fetch_failed
osm:2769314530,Harry's place,1009-pattaya,http://www.atharrysplace.com,,fetch_failed
osm:2769314537,The Golf Club,1009-pattaya,https://www.golfclubpattaya.com/,,fetch_failed
osm:2769363978,Billabong,1009-pattaya,http://www.billabonghotel.com/,,fetch_failed
osm:2805899901,Pattaya Cantina,1009-pattaya,http://www.thepattayacantina.com/,,fetch_failed
osm:2810703939,Retox,1009-pattaya,http://www.retoxpattaya.com/,,fetch_failed
osm:2822483884,The Haven Hotel,1009-pattaya,http://www.thehaven-hotel.com/,,fetch_failed
osm:2837682093,Jollys Hotel,1009-pattaya,http://www.jollyspattaya.com/,,fetch_failed
osm:2861909358,Lonops Paradise,1009-pattaya,https://www.lonops-paradise.de/,,ok
osm:2923288192,Tulip House,1009-pattaya,http://www.tuliphouse.info/,,fetch_failed
osm:3088004212,Rich Man Poor Man,1009-pattaya,http://richmanpoorman.net,,fetch_failed
osm:3092018235,Pig and Whistle,1009-pattaya,http://www.pigandwhistlepattaya.com/accommodation.html,,fetch_failed
osm:3108951532,Nicky's Bar and Restaurant,1009-pattaya,http://www.nickysbarpattaya.com/,,fetch_failed
osm:3118139439,The Classroom's Hotel,1009-pattaya,https://www.theclassroompattaya.com/,,ok
osm:3168261971,Metro Apartments,1009-pattaya,https://www.metro-apartments-pattaya.com/,info@metro-apartments-pattaya.com,ok
osm:3168261972,Red Five Guesthouse,1009-pattaya,http://www.red5bar.com/,,fetch_failed
osm:3179006328,Asia BackPackers,1009-pattaya,http://asia-backpackers.com/pattaya/,,ok
osm:3194126705,East Suites Jomtien,1009-pattaya,https://eastsuitespattaya.com/,info@east-suites.com,ok
osm:3199692346,Hotel Dania,1009-pattaya,https://www.hoteldaniapattaya.com/,,fetch_failed
osm:3199704588,Cafe Pitini,1009-pattaya,https://www.coffeepitini.com/,,fetch_failed
osm:3210840644,Valida Residence,1009-pattaya,http://validapattaya.com,,fetch_failed
