osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
3294299729,node,tourism,hotel,Jaroensin Place,,,15.0027696,103.1080977,,,,,,,,,,,,
3294305633,node,tourism,hotel,Fancy Resort,,,14.9732741,103.1610123,,,,,,,,,,,,
3294308307,node,tourism,hotel,A Nice Resort,,,15.0138786,103.08193,,,,,,,,,,,,
3294316468,node,tourism,hotel,Viranya Resort,,,14.9692008,103.074334,,,,,,,,,,,,
3294322845,node,tourism,hotel,The S Hotel,,,14.9966242,103.0931041,,,,,,,,,,,,
3294322968,node,tourism,hotel,D-Sine Resort,,,14.9716054,103.0863289,,,,,,,,,,,,
3294335821,node,tourism,hotel,Thada Chateau Hotel,,,14.9777723,103.106896,,,,,,,24/7,,,,,
3294336262,node,tourism,hotel,Siri Homestay,,,14.9711701,103.0748705,,,,,,,,,,,,
3294343548,node,tourism,hotel,The Oriental House,,,14.9702891,103.0775473,,,,,,,,,,,,
3294345120,node,tourism,hotel,P Villa Buriram,,,15.0033188,103.1113485,,,,,,,,,,,,
3294373609,node,tourism,hotel,99 Resort,,,14.9607845,103.1868044,,,,,,,,,,,,
3500492226,node,amenity,bar,Pit Stop,,,15.0006434,103.1082825,,,,,,,,,,,,
3500492828,node,amenity,bar,,,,15.0006098,103.108194,,,,,,,,,,,,
3500492918,node,amenity,bar,Curue,,,15.0005736,103.1080894,,,,,,,,,,,,
3500504377,node,amenity,bar,,,,15.0004909,103.1078521,,,,,,,,,,,,
3500507040,node,amenity,bar,,,,15.0005271,103.107962,,,,,,,,,,,,
4117101990,node,tourism,hostel,บ.มะค่า. บุรีรัมย์,,,15.0143083,103.1118583,,,,,,,,คูเมือง,,,,
4403700053,node,amenity,cafe,Jimmy's Sports Cafe,,,14.9897255,103.0923823,,,,,,,Mo-Sa 09:00-22:00,,,,yes,
4737497622,node,amenity,cafe,,Picasso,,14.9986785,103.1040501,,,,,,,,,,coffee_shop,,
4737497722,node,amenity,cafe,,Sunny Coffee,,15.0004005,103.1110256,,,,,,,,,,,,
5181140321,node,tourism,hotel,Hop inn,,,14.986899,103.0876213,,,,,,,,,,,limited,
5181770723,node,amenity,restaurant,Check inn Buriram,,,14.988228,103.0872717,,,,,,,,,,,limited,
5321952224,node,shop,alcohol,ร้านก๋วยเตี๋ยว ยายบุญ,,,14.9945855,103.1155216,,,,,,,,,,,,
5403344622,node,tourism,attraction,,Buri Ram Castle,,14.9668393,103.0905362,,,,,,,,31000,,,,
5498540121,node,amenity,fast_food,,Macdonald's,,14.9659234,103.0926951,,,,,,,,,,,,
5502391222,node,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,14.9639668,103.0954925,,,,,,,,,,coffee_shop,,
5855460085,node,amenity,bar,,Justoil Rasta Bar,,14.9968111,103.1055424,,,,,,,,,,,,
5861373890,node,amenity,restaurant,,Vege Restaurant,,15.0036456,103.104404,,,,,,,,,,,,
6232203485,node,amenity,restaurant,,Osteria  Italia,,14.9916828,103.1065546,044634653,,,,,,Mo-Su 09:00-23:00,,,italian,,
6239627486,node,tourism,attraction,"Walking Street ""Sroew Ground""","Night Market, WalkingStreet",ถนนคนเดิน บุรีรัมย์,14.9960394,103.1082632,,,,,,,Sa-Su 16:00-22:00,Rom Buri Road,,,,
6320449385,node,amenity,restaurant,,Romantic Thai Restaurant and Pizzeria,,15.0029703,103.1117977,0653040025,,,,,,Mo-Su 11:00-22:00,"26-27, ถนนาถธาณี",,,,
6337582538,node,amenity,restaurant,Laanta,,,14.9945873,103.0991967,,,,,,,We-Su 10:00-15:30,"38/105, Sansuk rd, Nai Mueang , Buriram, 31000",,thai;coffee_shop,,
6337582540,node,tourism,guest_house,Laanta Guest House,,,14.9945674,103.0991036,,,,,,,,"38/105, Sansuk rd, Sansuk rd, 31000",,,,acharee
6339715588,node,amenity,internet_cafe,,Internet cafe,,14.9960807,103.0942166,,,,,,,,,,,,
6339715696,node,leisure,fitness_centre,,48 Fitness,,14.9966987,103.0967039,,,,,,,Mo-Su 06:00-22:00,,,,,
6339732985,node,amenity,bar,Oli's Bar & Restaurant,Oli's Bar & Restaurant,,14.996862,103.0978867,,,,,,,,,,,,
6341377787,node,amenity,restaurant,,Derms Buriram,,14.9967596,103.1176261,,,,,,,,,,,,
6437916977,node,tourism,hotel,Green@Buriram,,,14.9885921,103.1093442,+44-666-086,https://www.greenatburiram.com/,,,,stharmlikit@gmail.com,,"689 moo 1, Liangmuang Road, Buriram, 31000",3,,,
6437979806,node,tourism,attraction,Temporary weekly market,,,14.9888395,103.1099849,,,,,,,"Mo 15:00 19:30, We 15:00 19:30",,,,,
6439945541,node,amenity,restaurant,Cafe@Green Restaurant,,,14.9884417,103.1094449,,,,,,,Mo-Su 10:00-21:00,"689 moo 1, Liangmuang Road, Buriram, 31000",,thai,,
6439953395,node,amenity,restaurant,Chef Plus+ Cafe and Restaurant,,,14.9883802,103.1090961,,,,,,,Mo-Su 10:00-21:00,,,thai;international,,
6611743189,node,tourism,hotel,Thai Hotel,,,15.001674,103.1076864,,,,,,,,,,,,
6874543765,node,tourism,hotel,Ten House B-Stay,,,14.9914363,103.1074656,,,,,,,,,,,,
6994303186,node,shop,massage,,Buriyalai Masage,,14.9668044,103.0914497,,,,,,,Mo-Su 10:00-20:00,,,,,
7132806785,node,tourism,hotel,,Qoo Hotel,,14.9977593,103.0973568,,,,,,,24/7,,,,,
7261678560,node,amenity,cafe,Café Amazon,,,15.0029273,103.1074868,,,,,,,,,,coffee_shop,,
7979601687,node,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,14.9687338,103.0592697,,,,,,,,,,coffee_shop,,
7979768586,node,amenity,fast_food,Dairy Queen,Dairy Queen,,14.9733764,103.0643184,,,,,,,,,,ice_cream;burger,,
7979768587,node,amenity,fast_food,KFC,KFC,,14.9734403,103.0645648,,,,,,,,,,chicken,,
7979788685,node,amenity,cafe,Starbucks,,,14.9733698,103.0644808,,,,,,,Mo-Su 09:00-21:00,,,coffee_shop,,
9760729617,node,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,14.9735943,103.064445,,,,,,,,,,coffee_shop,,
9766721317,node,shop,beverages,,Cafe Amazon,,14.9738886,103.0688099,,,,,,,,,,,,
10766647202,node,amenity,restaurant,บ้านอาจารย์อุดม-แฉล้ม 483/28,,,14.98722,103.0914252,,,,,,,,,,,,
12185336018,node,amenity,restaurant,ระเบียงลม,Rabianglom,,15.0291296,103.148194,+ 66 98 941 4919,,https://www.facebook.com/profile.php?id=61575089493570,,,dlp.nichkamon@gmail.com,Mo-Su 07:00-16:00,"265/1, บ้านยาง, เมืองบุรีรัมย์, บุรีรัมย์, 31000",,thai;noodle,,
12284845201,node,amenity,restaurant,,Fat baby steak food,,14.9987794,103.1172946,,,,,,,,,,american,,
12298272117,node,amenity,marketplace,,,,14.9922232,103.1081822,,,,,,,,,,,,
12365146090,node,amenity,bar,padocks sports bar,,,14.996776,103.0978916,,,,,,,,,,,,
12365175479,node,amenity,restaurant,Bee Stop,,,14.9966844,103.0978769,,,,,,,,,,,,
12712905257,node,amenity,cafe,,The Tower,,14.9844858,103.0857287,,,,,,,,,,coffee_shop,,
12804142601,node,tourism,hotel,Fortune Hotel Buriram,,,14.9802575,103.0739005,,https://www.fortunehotelgroup.com/fortune-buriram-hotel/en/,,,,,,,,,,
13700339776,node,amenity,restaurant,ก๋วยเตี๋ยวไก่มะระโคกมะกอก,,,14.9781655,103.1464863,,,,,,,,,,noodle,,
13716460169,node,tourism,hotel,,,,14.9709553,103.0772847,,,,,,,,,,,,
349910421,way,leisure,sports_centre,,,,,,,,,,,,,,,,,
442698121,way,amenity,cafe,Cafe Amazon,,,,,,,,,,,,,,coffee_shop,,
442700195,way,shop,mall,ไลฟ์ลี่ มาร์เก็ต,Lively market,,,,,,,,,,,"507/3, Jira Rd, Ban Bua, Mueang Buri Ram, Buri Ram, 31000",,,,
491896507,way,tourism,hotel,Buritel,,,,,+66 44 612688;+66 89 8996500,http://www.buritel.com/,,,,,,,,,,
564769597,way,leisure,sports_centre,ช้าง อินเตอร์เนชั่นแนล เซอร์กิต,Chang International Circuit,ช้าง อินเตอร์เนชั่นแนล เซอร์กิต,,,,https://www.bric.co.th/,,,,,,,,,,
574954307,way,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,,,,,,,,,,,,coffee_shop,,
574956771,way,amenity,bar,90 degrees Bar,,,,,,,,,,,,,,,,
574956772,way,amenity,bar,Victoria Karaoke & Snooker,,,,,,,,,,,,,,,,
574956773,way,amenity,bar,Motown bar & Bistro,,,,,,,,,,,,,,,,
574956774,way,amenity,nightclub,Speed Music Hall,,,,,,,,,,,,,,,,
574956775,way,amenity,bar,Tawan Dang,,,,,,,,,,,,,,,,
574956776,way,amenity,bar,Bamboo Bar,,,,,,,,,,,,,,,,
574956777,way,amenity,bar,Yes'sss,,,,,,,,,,,,,,,,
574956779,way,amenity,bar,Yellow Bus,,,,,,,,,,,,,,,,
574960464,way,tourism,hotel,Ruentara Resort,,,,,,,,,,,,,,,,
637268122,way,tourism,hotel,Thepnakorn Hotel,,,,,,,,,,,,,,,,
678181411,way,tourism,hotel,,Boon Lumyeart,,,,+66 815486897,,,,,,,,,,,
678181416,way,tourism,hotel,R2 Zleeping,,,,,,,,,,,,,,,,
678181419,way,amenity,marketplace,Evening Market,,,,,,,,,,,,,,,,
678181422,way,tourism,hotel,Sita Princess Hotel,,,,,,,,,,,,,,,,
678181424,way,tourism,hotel,S1 City hotel,,,,,+6644601102,,,,,,,,,,,
678181425,way,tourism,hotel,Loft Buriram,,@Loft Buriram,,,+6644614433,,,,,,,,,,,
678181426,way,tourism,hotel,Jintana Resort,,,,,,,,,,,,,,,,
678185522,way,tourism,hotel,Alvarez Hotel,,,,,,,,,,,,,,,,
678185527,way,tourism,hotel,Poomsiriplace,,,,,,,,,,,,,,,,
678185537,way,tourism,hotel,B2 Buriram,,บี2บุรีรัมย์,,,044617318,,,,,,,,,,,
678301490,way,amenity,cafe,Class cafe,,,,,,,,,,,,,,,yes,
678301492,way,tourism,hotel,Mamaison Hotel,,,,,,,,,,,,,,,,
678302378,way,tourism,hotel,,Cresco Hotel,,,,,,,,,,,,,,,
686810833,way,amenity,marketplace,weekly temporary market,,,,,,,,,,,"Mo 15:00 19:30, We 15:00 19:30",,,,,
687292216,way,amenity,marketplace,local morning market,,,,,,,,,,,05:00 - 08:00,,,,,
759651563,way,tourism,hotel,,,,,,,,,,,,,,,,,
759934471,way,amenity,restaurant,La Lom Bar & Restaurant,,,,,,,,,,,,,,,,
759935447,way,amenity,restaurant,,London Steak,,,,,,,,,,,,,,,
763251262,way,tourism,hotel,Best Western Royal Hotel Buriram,,,,,,,,,,,,,,,,
772739774,way,tourism,hotel,Ray Hotel,,,,,,,,,,,,,,,,
772742394,way,tourism,hotel,SkyView Resort,,,,,,,,,,,,,,,,
772742400,way,tourism,hotel,Modena by Fraser Hotel,,,,,,,,,,,,,,,,
772742622,way,tourism,hotel,Modena,,,,,,,,,,,,,,,,
772751334,way,tourism,hotel,,,,,,,,,,,,,,,,,
772751338,way,leisure,sports_centre,,,,,,,,,,,,,,,,,
772761203,way,leisure,sports_centre,,,,,,,,,,,,,,,,,
772761987,way,tourism,hotel,,,,,,,,,,,,,,,,,
772780341,way,tourism,hotel,Mind Village,,,,,,,,,,,,,,,,
772783831,way,tourism,hotel,SB Mansion,,,,,,,,,,,,,,,,
814980095,way,leisure,sports_centre,Buri Ram swimming pool,,,,,,,,,,,,,,,,
814980100,way,leisure,sports_centre,Tennis,,,,,,,,,,,,,,,,
1316291444,way,amenity,food_court,ตลาดช้างไนท์เซาะกราว,Chang Night Market Saekrao,,,,,,,,,,Mo-Su 16:00-22:00,,,,limited,
1413494364,way,tourism,museum,ศูนย์วัฒนธรรมอีสานใต้บุรีรัมย์,Buri Ram Northeast Culture Center,,,,,https://cul.bru.ac.th/,,,,,Mo-Sa 08:30-16:30,"Nai Mueang, Mueang Buri Ram, Buri Ram, 31000",,,,
1425301277,way,leisure,water_park,สวนน้ำเพลย์พาร์ค บุรีรัมย์,Play Park Buriram Waterpark,,,,,https://www.facebook.com/playparkburiram,https://www.facebook.com/playparkburiram,,,,Mo-Su 10:00-18:00,"Ban Yang, Mueang Buri Ram, Buri Ram, 31000",,,,
1497691520,way,tourism,hotel,Diamond Hotel Buriram (โรงแรมไดมอนด์ บุรีรัมย์),,,,,0805656665,https://www.facebook.com/DiamondHotelBuriram?locale=th_TH,https://www.facebook.com/DiamondHotelBuriram?locale=th_TH,,,diamond.hotel4556@gmail.com,,"558, ช้าง อินเตอร์เนชั่นแนล เซอร์กิต, อิสาณ, เมืองบุรีรัมย์, บุรีรัมย์, 31000",,,,
