osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
11903504870,node,tourism,hotel,โรงแรมโกลว์ รัตนา เพลส,Glow Rattana Place,,7.2030083,100.593075,+66 93 479 8889,,https://facebook.com/people/Glow-Rattana-Place-Hotel/100063626558192,,,glow.rattana@gmail.com,24/7,"ถนนปละท่า, 90000",,,,
11919205469,node,tourism,hotel,,Queen Songkhla Hotel,,7.2004047,100.590889,,,,,,,,,,,,
12320192401,node,tourism,hotel,The Luxury Residence,,,7.2063098,100.5913412,,,,,,,,,,,,
12320192402,node,amenity,cafe,Lobster coffee,,,7.2057513,100.5922481,,,,,,,Mo-Su 08:30-20:00,,,coffee_shop,,
12320192601,node,amenity,cafe,,,,7.2064746,100.5913039,,,,,,,,,,,,
12424515602,node,amenity,bar,Grandpa Never Drunk Alone,,,7.1938367,100.5898981,,,,,,,Mo-Su 18:00-24:00,,,,,
12465273635,node,tourism,museum,บ้านนครใน เมืองสงขลา,Nakhon Nai Museum,,7.1972182,100.5891208,,,,,,,,,,,,
12909270857,node,tourism,viewpoint,,,,7.2109176,100.5891808,,,,,,,,,,,,
12909270858,node,tourism,viewpoint,,,,7.2109483,100.5893298,,,,,,,,,,,,
13033202847,node,amenity,marketplace,Night market,,,7.1932554,100.5907908,,,,,,,,,,,,
13033202848,node,amenity,restaurant,Restaurant Barakath,,,7.1932915,100.5906309,,,,,,,,,,,,
13071128584,node,amenity,cafe,กาแฟพันธุ์ไทย สาขา ออโต้แบคส์ สงขลา,,,7.1566813,100.6029001,,,,,,,,,,coffee_shop,,
13526454101,node,amenity,restaurant,Tamnangngam,,,7.1974351,100.5904793,,,,,,,,,,thai,,
13588745701,node,tourism,hotel,Montana Hotel,,,7.2074351,100.5930818,+66 74 300 614,https://lin.ee/7CTnoNA,,,,,,,,,,
13742379101,node,tourism,museum,,Silk road heritage. (it's incredible),,7.1972907,100.5903674,,,,,,,,,,,,
13748550801,node,tourism,information,,"steps up to fort no.8, where a trail continues to the pagodas and the other forts",,7.2225732,100.5736257,,,,,,,,,,,,
13748569701,node,tourism,attraction,,old city walls,,7.2263055,100.5646875,,,,,,,,,,,,
243245633,way,tourism,hotel,BP Samila Beach Hotel & Resort,,โรงแรม บีพี สมิหลา บีช,,,,,,,,,,,3,,limited,
243245649,way,tourism,attraction,Khao Noi Palace,Khao Noi Palace,,,,,,,,,,,,,,,
243246219,way,tourism,hotel,Rajamangala Hotel,,,,,,,,,,,,,3,,,
281997382,way,amenity,marketplace,,,,,,,,,,,,,,,,,
281998741,way,tourism,hotel,The Singora Hotel,,,,,,,,,,,,,,,,
281998751,way,amenity,biergarten,,,,,,,,,,,,,,,,,
283276876,way,amenity,restaurant,สนแก้ว,,,,,,,,,,,,,,seafood,,
496651242,way,amenity,cafe,Café Der See Nakornnok,,คาเฟ่ เดอ ซี,,,+66 74 898 595,,https://www.facebook.com/cafederseenakornnok/?hc_ref=PAGES_TIMELINE&fref=nf,,,,"Mo-Tu,Th-Su 10:00-20:00",,,,,
979865573,way,amenity,restaurant,Cafeteria 1,,,,,,,,,,,,,,,,
979865588,way,amenity,restaurant,Cafeteria 2,,,,,,,,,,,,,,,,
979865589,way,amenity,cafe,Lyn's Scoops x Thaksina cafe,,,,,,https://www.facebook.com/Thaksinakarn/,https://www.facebook.com/Thaksinakarn/,,,,Mo-Fr 08:00-17:00,,,,,
979865590,way,amenity,cafe,"MEIJI Coffee, COPY Stand",,,,,,,,,,,,,,,,
984936509,way,amenity,cafe,,,,,,,,,,,,,,,,,
984936513,way,amenity,cafe,,,,,,,,,,,,,,,,,
984936520,way,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,,,,,,,,,,,,coffee_shop,,
986306087,way,amenity,cafe,,,,,,,,,,,,,,,,,
988133053,way,amenity,restaurant,,,,,,,,,,,,,,,,,
988784903,way,amenity,cafe,Café Amazon,,,,,,,,,,,,,,coffee_shop,,
991425324,way,amenity,restaurant,,,,,,,,,,,,,,,,,
991425325,way,amenity,restaurant,,,,,,,,,,,,,,,,,
991425326,way,amenity,restaurant,,,,,,,,,,,,,,,,,
991425327,way,amenity,restaurant,,,,,,,,,,,,,,,,,
995643254,way,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,,,,,,,,,,,,coffee_shop,,
996112876,way,amenity,marketplace,,,,,,,,,,,,,,,,,
996594876,way,amenity,restaurant,,,,,,,,,,,,,,,,,
996594877,way,amenity,restaurant,,,,,,,,,,,,,,,,,
996676182,way,amenity,marketplace,,,,,,,,,,,,,,,,,
997068659,way,amenity,marketplace,,,,,,,,,,,,,,,,,
997068660,way,amenity,theatre,Chaloem Thong Songkhla Theater,,,,,,,,,,,,,,,,
997068661,way,amenity,restaurant,,,,,,,,,,,,,,,,,
997068662,way,amenity,marketplace,,,,,,,,,,,,,,,,,
997068663,way,amenity,marketplace,,,,,,,,,,,,,,,,,
997068664,way,amenity,marketplace,,,,,,,,,,,,,,,,,
997068665,way,amenity,marketplace,,,,,,,,,,,,,,,,,
1226574359,way,amenity,restaurant,Buffet,,,,,,,,,,,,,,,,
1359806856,way,tourism,attraction,,,,,,,,,,,,,,,,,
1394517176,way,amenity,restaurant,Dimsum Chabura,,,,,,,,,,,,,,,,
1441558731,way,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,,,,,,,,,,,,coffee_shop,,
