src_id,src_id_alt,sources,name,name_thai,name_en,category_raw,subcategory,is_food,lat,lng,zipcode,address,phone,website,email,wongnai_categories,osm_subcategory,wongnai_cuisine,wongnai_price_range,wongnai_opening_hours,wongnai_rating,wongnai_review_count,fb_ad_count,fb_check_status,fb_search_url,review_count,is_tourism,lead_raw,lead_quality,score_factors,detail_url
osm:258808516,,osm,Hōnghǣm Malinamphu,,Malinamphu Hotel,hotel,hotel,False,17.9652611,102.6086063,,"114, Thanon Pangkhām, Canthabūlī, VT, 01000",+856 (21) 263-297;+856 (21) 215-093,https://www.malinamphuhotel.com/,info@malinamphuhotel.com;malinamphuhotel@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:525511721,,osm,ຫາຍໂສກ,,Haysoke,guest_house,guest_house,False,17.966889,102.6054105,,Hengboun Road,+856 21 219711,http://www.haysokegroup.com/,info@haysokegroup.com,,guest_house,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:536575097,,osm,Chanthapanya Hotel,,,hotel,hotel,False,17.9663335,102.6062004,,,+856 21 244284;+856 21 241451,https://www.chanthapanyahotel.com/,info@chanthapanyahotel.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:537919791,,osm,Villa Sisavad Guesthouse,,,guest_house,guest_house,False,17.9746752,102.6138616,,,+85621212719,https://www.villasisavad.com/,thong@villasisavad.com,,guest_house,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:571094657,,osm,Vayakorn Inn,,Vayakorn Inn,hotel,hotel,False,17.9658228,102.605668,,"19, Hengbounnoy Street",021215348,https://www.vayakorn.biz/,vayakorn@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3238910712,,osm,Sabaidee @ Lao Hotel,,,hotel,hotel,False,17.9667175,102.6096948,,,+856 21 265141;+856 21 265152,http://www.sabaideeatlaohotel.com/,rsvn@sabaideeatlaohotel.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3328301988,,osm,Dhaka Restaurant,,,restaurant,restaurant,True,17.9632876,102.604978,,"001, Quai Fa Ngum",+856 21 254 858,http://www.dhaka-restaurant.com,info@dhaka-restaurant.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3721555003,,osm,Taibān,ไตบ้าน,Tai Baan Crafts and Travel,attraction,attraction,False,17.965051,102.6030356,,"97/1, Cao Ānu Road, Canthabūlī, VT",+856 (21) 241-835;+856 (20) 9634-5586,https://www.taibaancrafts.com/;https://www.taibaantravel.com/,contact@taibaancrafts.com;contact@taibaantravel.com,,attraction,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3949487072,,osm,da Sofia,,,restaurant,restaurant,True,17.4056755,102.8019576,,"Māk Khaeng, Udon Thani, 41000",+66 (89) 289-6513,https://www.da-sofia.com/,info@da-sofia.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4210563889,,osm,Douangpraseuth Hotel,,,hotel,hotel,False,17.9642569,102.6252404,,Rue Bourichane,+85621285255,http://dps-hotel.com,Info@dps-hotel.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4718121590,,osm,,ร้านอาหารบูนกาแฟสด3,Cafe chez boune 3,restaurant,restaurant,True,17.9798425,102.6147662,,ຖະໜົນ ເອຊຽນ,+84 302 851 789,https://www.cafechezboune.com,cafechezboon@gmail.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4801602322,,osm,,,Gaia Ashram,attraction,attraction,False,17.708852,102.837371,,"53 M 4, 43100",0066-805791006,https://www.gaiaschoolasia.com/,gaiaschoolasia@gmail.com,,attraction,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:5065419322,,osm,Mosaic Restaurant,,,restaurant,restaurant,True,17.9695168,102.5967941,,,+856 21 908888,https://vientiane.crowneplaza.com/mosaic,crowneplaza.vientiane@ihg.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:6050958528,,osm,Bacán,,Bacán Café,restaurant,restaurant,True,17.9694778,102.6018422,,"Sāmsǣnthai Road, Canthabūlī, VT",+856 (30) 442-1360,https://www.bacancafe.com/,bacancafelao@gmail.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:10298201843,,osm,Common Grounds,,"Common Grounds Café, Bakery and Roaster",cafe,cafe,True,17.9647559,102.6025745,,"Canthabūlī, VT",+856 (21) 255-057,https://www.commongroundslaos.com/,info.commongrounds@gmail.com,,cafe,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:10727683085,,osm,Phīmānī,พรีมานี,Primani’s,restaurant,restaurant,True,17.4034367,102.8012698,,"Mākkhǣng, Udǭn Thānī",+66 (89) 681-0757,https://primanis-indian-restaurant.business.site/,hareshprimani@gmail.com,,restaurant,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:10827186194,,osm,ST Hotel Wattay Airport,,,hotel,hotel,False,17.9711337,102.5670331,,"02, Avenue Souphanouvong, sikhottabong, 01020",+8562099941969,https://www.sthotelgroup.com/,st.wattay.aiport@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:11057821805,,osm,,,Vientiane Life Center Hotel,hotel,hotel,False,17.9626896,102.6167906,,"ຖະໜົນ ຄູວຽງ, 01030",+8562059777007,https://ktp-group.com/,Ktpsalesteam@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:183712146,,osm,Rashmi Plaza Hotel,,Rashmi Plaza Hotel,hotel,hotel,False,,,,,+85621315088,http://www.rashmisplazahotel.com,info@rashmishotel.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:202507944,,osm,COPE Visitor Centre,,,museum,museum,False,,,,Khouvieng Road,+856 21 218 427,https://copelaos.org/,cope@loapdr.com,,museum,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:202507949,,osm,Green Park,,Green Park,hotel,hotel,False,,,,,+856 21 264097,https://www.greenparkvientiane.com/,info@greenparkvientiane.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:239451833,,osm,Ibis Nam Phu,,,hotel,hotel,False,,,,,+856 21 262 050,http://ibishotel.ibis.com/gb/hotel-8074-ibis-vientiane-nam-phu/index.shtml,h8074@accor.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:310801691,,osm,,,Paradise Hotel,hotel,hotel,False,,,,,+66 80 1835193;+66 84 8788060,http://www.paradiseudon.com,sales@paradiseudon.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:317609936,,osm,Vientiane Golden Sun,,Vientiane Golden Sun,hotel,hotel,False,,,,,+856 21 252525;+856 21 252929,http://www.mkroyalhotel.com/,mkroyalhotel@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:340442979,,osm,Heuangchaleun Hotel,,Heuangchaleun Hotel,hotel,hotel,False,,,,,+856 21 453894;+856 21 454216,http://www.hclhotel.com/,info@hclhotel.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:373889356,,osm,Hôtel Khamvongsa,,Khamvongsa Hotel,hotel,hotel,False,,,,,+85621223257;+85621218415,https://www.hotelkhamvongsa.com/,hotel.khamvongsa@gmail.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:374198142,,osm,Le Charme Vientiane Hotel,,Le Charme Vientiane Hotel,hotel,hotel,False,,,,"2-12, Francois Nginn Street, Chanthabouly, Vientiane",+856 21 2169069,https://lecharmevientiane.com/,rsvn@lecharmevientiane.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:374198148,,osm,Lao Orchid Hotel,,,hotel,hotel,False,,,,Chou Anou Road,+856 212641346,http://www.lao-orchid.com/,info@lao-orchid.com,,hotel,,,,,,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
wongnai:2826804Py,,wongnai,เชลลี่คาเฟ่ - Shelly Cafe,,,คาเฟ่,คาเฟ่,True,17.6891788,102.4754584,41160,"2021, 314, T.banpue, อำเภอบ้านผือ อุดรธานี 41160 ประเทศไทย",0833416363,,,คาเฟ่|เบเกอรี/เค้ก,,คาเฟ่,101 - 250 บาท,,5,1,1,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%80%E0%B8%8A%E0%B8%A5%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20-%20Shelly%20Cafe&search_type=keyword_exact_phrase,,1,7,5,+3 FB ads (1) ; +2 tourism category ; +2 phone,https://www.wongnai.com/restaurants/2826804Py
osm:1308645887,,osm,N.B. Hotel,,,hotel,hotel,False,17.395496,102.8122016,,,+66 42 321999,http://www.nbhoteludon.com,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:1749131371,,osm,กุมภวาปีรีสอร์ท,,Kumphawapi Resort,hotel,hotel,False,17.1142394,103.0010213,,,+6642334499,http://www.resortkumphawapi.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:2618132318,,osm,Green Gecko,,,hotel,hotel,False,17.2515965,103.0381833,,"134, Um Chan, Udon Thani, 41110",+66 87 0088134,https://www.thaivillarent.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:2618134055,,osm,Gecko Villa,,,hotel,hotel,False,17.2527236,103.0376468,,"126, Um Chan, Udon Thani, 41110",+66819180500,https://www.geckovilla.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:220078393,,osm,Centara Udon,,,hotel,hotel,False,,,,"Mak Khaeng Sub-District, Udon Thani, 41000",+66 42 343 555,https://www.centarahotelsresorts.com/centara/cud/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:254646808,,osm,เจริญโฮเต็ล,,Charoen Hotel,hotel,hotel,False,,,,,+66 42 248155,http://www.charoenhoteludon.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:668487625,,osm,The Old Inn Hotel,,,hotel,hotel,False,,,,,+66 42-211400;+66 95 646 6147,https://www.theoldinnudonthani.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:367791311,,osm,ໂຈມາ,,Joma,cafe,cafe,True,17.9644147,102.6072004,,,+856 21 215 265;+856 21 222 016,https://www.joma.biz/,,,cafe,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:472742158,,osm,Ai Capone,,,restaurant,restaurant,True,17.9650192,102.6045208,,"8, ຖະໜົນ ຝລັ່ງຊົວງິນ, Vientiane",020-76930847,http://aicapone.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:710575723,,osm,The Pizza Company,เดอะ พิซซ่า คอมปะนี,The Pizza Company,fast_food,fast_food,True,17.9661579,102.6076376,,,1112,https://www.1112.com/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:1937921953,,osm,The State of Pasta,,,restaurant,restaurant,True,17.9635669,102.6056061,,Manthtourath St.,+856 21 253322,https://www.thestateofpasta.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:2386938580,,osm,The Pizza Company,เดอะ พิซซ่า คอมปะนี,The Pizza Company,fast_food,fast_food,True,17.4005332,102.8047377,,,1112,https://www.1112.com/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:2971089008,,osm,Begonia Cafe,,,cafe,cafe,True,17.9725068,102.6292319,,"Nongbone Village, Vientiane, 01160",+8562055955623,https://begonia-cafe.com/menu,,,cafe,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3341997540,,osm,KFC,เค เอฟ ซี,KFC,fast_food,fast_food,True,17.4062592,102.8004,,,1150,https://www.kfc.co.th/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3341997633,,osm,McDonald's,แมคโดนัลด์,McDonald's,fast_food,fast_food,True,17.4063154,102.8004951,,,1711,https://www.mcthai.co.th/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3476700774,,osm,KFC,เค เอฟ ซี,KFC,fast_food,fast_food,True,17.8716401,102.742789,,,1150,https://www.kfc.co.th/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3476700778,,osm,MK Restaurants,,MK Restaurants,restaurant,restaurant,True,17.8717775,102.742734,,,1642,https://www.mkrestaurant.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3617256470,,osm,Mojo Hero,,,restaurant,restaurant,True,17.9421364,102.6267863,,,+856 20 97298200,https://powerar.wix.com/mojobar,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3908513078,,osm,KFC,เค เอฟ ซี,KFC,fast_food,fast_food,True,17.4039795,102.8044385,,,1150,https://www.kfc.co.th/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3955302647,,osm,KFC,เค เอฟ ซี,KFC,fast_food,fast_food,True,17.4705056,103.4395841,,,1150,https://www.kfc.co.th/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:3955302648,,osm,MK Restaurants,,MK Restaurants,restaurant,restaurant,True,17.470378,103.4393691,,,1642,https://www.mkrestaurant.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:4202130936,,osm,Win,,,hotel,hotel,False,17.9683895,102.6041929,,,+856 21 254351,http://www.winhotellao.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:4332017361,,osm,Le Patitoh,,,restaurant,restaurant,True,17.9276496,102.6253472,,,+856 30 5082428,http://www.le-patitoh.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:4529353658,,osm,Flavours & Spices,,,restaurant,restaurant,True,17.9464344,102.6236884,,,+856 20 55588339,https://www.flavorsandspices.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:5459239728,,osm,Haute and Cold Gelateria,,,ice_cream,ice_cream,False,17.95787,102.6110614,,,+8562058995618,https://www.hauteandcold.co/,,,ice_cream,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:6220885041,,osm,นกฮูกเฮ้าส์ ริมโขง หนองคาย,,Nokhuuk's House @Rimkhong,guest_house,guest_house,False,17.8157572,102.639092,,"222, แก้ววรวุฒิ, โพนสา, ท่าบ่อ, หนองคาย, 43110",+66 924644222,https://book-directonline.com/properties/nokhuukshouserimkhongdirect?locale=th&items[0][adults]=2&items[0][children]=0&items[0][infants]=0&currency=THB&checkInDate=2025-04-19&checkOutDate=2025-04-20&trackPage=yes,,,guest_house,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:6419224893,,osm,Roti House,,,restaurant,restaurant,True,17.9675399,102.6024099,,,020 58 026 838,https://www.rotihouselao.com,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:6815835857,,osm,Le Luxe Boutique Hotel,,,hotel,hotel,False,17.9648134,102.6037376,,,+856 21 255 888,http://www.leluxehotel.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:7202900385,,osm,,,Noy’s Fruit Heaven,restaurant,restaurant,True,17.9668252,102.6058177,,"61, ຖະໜົນ ແຫ່ງບຸນນ້ອຍ, 01000",+856 20 55 396 898,https://noysfruitheaven.com/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:8808958815,,osm,Chic Station (Fried Chicken Restaurant),,,fast_food,fast_food,True,17.9724685,102.6291866,,"Hom 3, Chemin Nongbone, Vientiane",+8562055955623,https://chic-station.com,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:10585080887,,osm,Hān Pīnǭi’āhāntāmsang,,Pinoy Tambayan,restaurant,restaurant,True,17.962475,102.6398649,,,+8562054888556,https://www.foodpanda.la/en/restaurant/r0kf/pinoy-tambayan-filipino-restaurant,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:10717700556,,osm,,ฟาโรห์,The Pharaohs,restaurant,restaurant,True,17.9544437,102.6206593,,VT,+856 (20) 5908-3183,https://easybarvientianelaos.business.site/,,,restaurant,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:11271167669,,osm,,,Basn Thuad Cafe,cafe,cafe,True,17.8849638,102.7498254,,,091 492 6969,https://baanthuadcafe.business.site/,,,cafe,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:12606892001,,osm,Lao Poet Hotel,,,hotel,hotel,False,17.9662389,102.6056366,,ຖະໜົນ ແຫ່ງບຸນນ້ອຍ,+856 21 253 537,https://laopoethotel.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:12645476604,,osm,La Seine Hotel,,,hotel,hotel,False,17.9657745,102.5968751,,"162, ຖະໝົນ ຟ້າງຸ່ມ",021253800;02054249624,https://www.laseinehotels.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:13159402195,,osm,Mintra Hôtel,,,hotel,hotel,False,17.9643417,102.6054841,,"rue Nokeokoummane, Vientiane",+856 21 253 631,https://www.mintrahotelvientiane.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:13296480678,,osm,ฟาร์มลับ,,,cafe,cafe,True,17.2308091,102.5036083,,"222, โนนทัน, เมือง, หนองบัวลำภู, 39000",0645628998,"https://www.google.com/maps/place/%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%A5%E0%B8%B1%E0%B8%9A/@17.229161,102.5014179,1335m/data=!3m1!1e3!4m6!3m5!1s0x3123bf00335ecf53:0x9725d9cc01dbf513!8m2!3d17.2307972!4d102.5034955!16s%2Fg%2F11wtl7flbj?entry",,,cafe,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:332387475,,osm,Salana Boutique Hotel,,,hotel,hotel,False,,,,,+856 21 254254,https://www.salanaboutique.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:340442977,,osm,Douang Pra Seuth Hotel,,,hotel,hotel,False,,,,,+856 21 285255;+856 21 285266,http://www.dps-hotel.com/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:374198141,,osm,Sou Pha Phone Guest House,,Sou Pha Phone Guest House,guest_house,guest_house,False,,,,,+856-21-264931;261468,http://www.souphaphone.net/,,,guest_house,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:374198538,,osm,Mekong Hotel,,,hotel,hotel,False,,,,,+856 21 212937;+856 21 212938;+856 21 212939,http://mekong-hotel.com,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:476203325,,osm,สุพัตรา อพาร์ทเม้นต์,,Suphattra Apartment,motel,motel,False,,,,,+66 88 5607894,http://www.suphattraapartment.com,,,motel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:557853046,,osm,The Pizza Company,เดอะ พิซซ่า คอมปะนี,The Pizza Company,fast_food,fast_food,True,,,,Thadeua Road,+856 1112,https://www.1112.com/,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:668492791,,osm,McDonald's,แมคโดนัลด์,McDonald's,fast_food,fast_food,True,,,,,1711,https://www.mcdonalds.co.th,,,fast_food,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:744689295,,osm,Taling Ngam,,,hotel,hotel,False,,,,"160, ຖະໝົນ ຟ້າງຸ່ມ, ໂຮງແຮມໂພໄຊ, 01010",+856 21 253 800,https://laseinehotels.com,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:1194388568,,osm,Holiday Inn,,,hotel,hotel,False,,,,"20, Samsenthay Road, Vientiane, 01000",+856 21 999 999,https://www.ihg.com/holidayinn/hotels/us/en/vientiane/vteos/hoteldetail,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:1460006796,,osm,DoubleTree by Hilton Vientiane,,,hotel,hotel,False,,,,"Rue Manthatourath, Xieng Nyeun, Vientiane, 01000",+856 21 457 878,https://www.hilton.com/en/hotels/vtevldi-doubletree-vientiane/,,,hotel,,,,,,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:513607023,,osm,Dalah Spa,,Dalah Spa,massage,massage,False,17.9533615,102.6240432,,"140, ຮ່ອມ 3",+856 21 285125,http://dalahspa.googlepages.com/,dalahspa@gmail.com,,massage,,,,,,,,,,0,6,4,+3 real website ; +2 phone ; +1 email,
osm:4639444279,,osm,AmazingWorx,,,cafe,cafe,True,17.9526187,102.6184887,,,,https://www.amazingworx.com/,info@amazingworx.com,,cafe,,,,,,,,,,1,6,4,+3 real website ; +2 tourism category ; +1 email,
osm:4991754422,,osm,,,Triple Three Condo,apartment,apartment,False,17.965326,102.6094665,,Rue Samsènethai,,http://www.triplethreecondo.com,t.dumont@triplethreecondo.com,,apartment,,,,,,,,,,1,6,4,+3 real website ; +2 tourism category ; +1 email,
osm:373889350,,osm,Ansara Hôtel,,,hotel,hotel,False,,,,,,https://www.ansarahotel.com/,info@ansarahotel.com,,hotel,,,,,,,,,,1,6,4,+3 real website ; +2 tourism category ; +1 email,
