Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
31,Østfold,3107,Fredrikstad,Østfold kollektivtrafikk,,https://ostfold-kollektivtrafikk.no,,,Lokal,Ikke testet,,
31,Østfold,3107,Fredrikstad,Østfold kollektivtrafikk AS,986399428,https://telemarkfylke.no,,,Lokal,Ikke testet,,
31,Østfold,3107,Fredrikstad,Østfold tingrett,,https://domstol.no/ostfold,,,Lokal,Ikke testet,,
31,Østfold,3107,Fredrikstad,Østre Viken Kommunerevisjon IKS,987952423,https://okrev.no,post@okrev.no,69 30 77 00,Lokal,Ikke testet,,
31,Østfold,3110,Hvaler,Hvaler Kommune,964947082,https://www.hvaler.kommune.no/,postmottak@hvaler.kommune.no,69 37 50 00,Lokal,Ikke testet,,
31,Østfold,3112,Råde,Råde Kommune,940802652,https://www.rade.kommune.no/,postmottak@rade.kommune.no,69 29 50 00,Lokal,Ikke testet,,
31,Østfold,3114,Våler,Våler Kirkelige Fellesråd,976986040,https://www.kirken.no/vaaler-svinndal,kirkeverge@vpgo.net,69 28 88 30,Lokal,Ikke testet,,
31,Østfold,3114,Våler,Våler Kommune,959272581,https://www.valer.kommune.no,postmottak@valer.kommune.no,69 28 91 00,Lokal,Ikke testet,,
31,Østfold,3116,Moss,Malakoff videregående skole,,https://malakoff.vgs.no,,,Lokal,Ikke testet,,
31,Østfold,3116,Skiptvet,Skiptvet Kommune,941962726,https://www.skiptvet.kommune.no/,postmottak@skiptvet.kommune.no,69 80 60 00,Lokal,Ikke testet,,
31,Østfold,3116,Moss,Tomb videregående skole og folkehøgskole,,https://tomb.no,,,Lokal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Eidsberg Kirkelige Fellesråd,876985942,https://www.eidsberg.kirken.no,kirkekontoret@eidsberg.kommune.no,69 70 22 65,Lokal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Indre Østfold Brann og Redning IKS,816257042,https://www.iobr.no,post@iobr.no,,Lokal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Indre Østfold Kirkelige Fellesråd,922835683,https://www.kirken.no/indreostfold,,,Lokal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Indre Østfold Renovasjon IKS,974642239,https://www.iorenovasjon.no,ior@iorenovasjon.no,69 88 79 50,Nasjonal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Indre Østfold kommune,920125298,https://io.kommune.no,post@asker.kommune.no,66 70 00 00,Lokal,Ikke testet,,
31,Østfold,3118,Indre Østfold,Indre Østfold regionråd,,https://iofr.no,,,Lokal,Ikke testet,,
31,Østfold,3120,Rakkestad,Rakkestad Kommune,945372281,https://www.rakkestad.kommune.no/,postmottak@rakkestad.kommune.no,69 22 55 00,Lokal,Ikke testet,,
31,Østfold,3122,Marker,Marker Kommune,964944334,https://www.marker.kommune.no/,post@marker.kommune.no,69 81 05 00,Lokal,Ikke testet,,
31,Østfold,3124,Aremark,Aremark Kommune,940875560,https://www.aremark.kommune.no,post@aremark.kommune.no,69 19 96 00,Lokal,Ikke testet,,
