Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
32,Akershus,3201,Bærum,Asker og Bærum Vannverk IKS,974636972,https://www.abvann.no,firmapost@abvann.no,67 55 46 00,Lokal,Ikke testet,,
32,Akershus,3201,Bærum,Bærum kommune,935478715,https://baerum.kommune.no,post@baerum.kommune.no,67 50 40 50,Lokal,Ikke testet,,
32,Akershus,3201,Bærum,Kirkelig Fellesråd i Bærum,976986423,https://www.baerum.kirken.no,kari@baerum.kirken.no,67 50 05 00,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Asker Kirkelige Fellesråd,976986466,https://www.asker.kirken.no/,post.asker@kirken.no,66754090,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Asker Kommune,920125298,https://www.asker.kommune.no,post@asker.kommune.no,66 70 00 00,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Asker og Bærum Brann og Redning IKS,980358380,https://www.abbr.no,post@abbr.no,66 76 42 00,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Bleiker videregående skole,,https://bleiker.vgs.no,,,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Hurum Kirkelige Fellesråd,976990358,https://www.kirken-hurum.no,kirkevergen @kirken-hurum.no,32 27 84 02,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Nesbru videregående skole,,https://nesbru.vgs.no,,,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Røyken Kirkelige Fellesråd,976992261,https://www.royken.kirken.no,post@royken.kirken.no,31 29 28 00,Lokal,Ikke testet,,
32,Akershus,3203,Asker,Simula Research Laboratory AS,986312009,https://simula.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Kjeller Innovasjon AS,880730892,https://kjellerinnovasjon.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Lillestrøm Kirkelige Fellesråd,922052271,https://kirken.no/lillestrom,post@lillestrom.kirken.no,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Lillestrøm kommune,920125126,https://lillestrom.kommune.no,postmottak@lillestrom.kommune.no,66 93 80 00,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Lillestrøm videregående skole,,https://lillestrom.vgs.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Mia - Museene i Akershus Sti,974235390,https://www.mia.no,post@mia.no,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Midtre Romerike Avløpsselskap IKS,911808005,https://www.miraiks.no,firmapost@miraiks.no,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Nedre Romerike Vann- og Avløpsselskap IKS,892110972,https://nrva.no,firmapost@nrva.no,64 84 54 00,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Nedre Romerike vannverk IKS,971537337,https://nrva.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Romerike Avfallsforedling IKS,965075364,https://www.roaf.no,firmapost@roaf.no,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Romerike Avfallsforedling IKS (ROAF),955464460,https://roaf.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Romerike Krisesenter IKS,997597575,https://www.romerike-krisesenter.no,post@rkrise.no,66 93 23 10,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Samarbeidsrådet for Nedre Romerike IPR,,https://snfr.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Skedsmo Kirkelige Fellesråd,976986717,https://www.skedsmo.kirken.no/,post@skedsmo.kirken.no,66 93 89 50,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Stiftelsen Fetsund Lenser Fløtingsmuseum og Naturinformasjonssenter,971009373,,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Strømmen videregående skole,,https://strommen.vgs.no,,,Lokal,Ikke testet,,
32,Akershus,3205,Lillestrøm,Ullersmo fengsel,974605526,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Follo Brannvesen IKS,971011661,https://www.follobrannvesen.no,post@follobrannvesen.no,64 85 10 00,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Ila fengsel og forvaringsanstalt,974605585,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Nordre Follo Kirkelige Fellesråd,822326242,https://www.kirken.no/nordrefollo,post.nordre.follo@kirken.no,67 20 82 00,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Nordre Follo Renseanlegg IKS,971483903,https://nfrra.no,eldbjorg@stjerneglimt.no,37 01 67 27,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Nordre Follo kommune,921256657,https://nordrefollo.kommune.no,postmottak@nordrefollo.kommune.no,02178,Lokal,Ikke testet,,
32,Akershus,3207,Nordre Follo,Øst 110-sentral IKS,820351282,,,,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Digitale Gardermoen ko,915498582,https://www.dgi.no,post@dgi.no,64 00 90 01,Lokal,Ikke testet,,
32,Akershus,3209,Lørenskog,Lørenskog videregående skole,,https://lorenskog.vgs.no,,,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Romerike Revisjon IKS,913150619,https://www.romerikerevisjon.no,postmottak@romerikerevisjon.no,66 10 69 00,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Ullensaker Kirkelige Fellesråd,976986792,https://www.kirkerull.no,post@ullensaker.kirkene.net,66 10 81 45,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Ullensaker Kommune,933649768,https://www.ullensaker.kommune.no/,postmottak@ullensaker.kommune.no,66 10 80 00,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Ullensaker Svømmehall KF,920666817,https://www.jessheimbadet.no,esben.f.fiane@ullensaker.kommune.no,,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Øvre Romerike Avfallsselskap (ØRAS) IKS,971040610,https://www.oeras.no,firmapost@oeras.no,63 92 78 80,Lokal,Ikke testet,,
32,Akershus,3209,Ullensaker,Øvre Romerike Brann og Redning IKS,987615516,https://www.orbrann.no,postmottak@orbrann.no,,Lokal,Ikke testet,,
32,Akershus,3212,Nesodden,Nesodden Kirkelige Fellesråd,976986288,https://www.nesodden.kirken.no/,kirken@nesodden.kirken.no,66 96 58 20,Lokal,Ikke testet,,
32,Akershus,3212,Nesodden,Nesodden Kommune,944383565,https://www.nesodden.kommune.no/,postmottak@nesodden.kommune.no,66 96 43 00,Lokal,Ikke testet,,
32,Akershus,3212,Nesodden,Sunnaas Sykehus HF,883971752,https://www.sunnaas.no/,firmapost@sunnaas.no,66 96 90 00,Lokal,Ikke testet,,
32,Akershus,3214,Frogn,Frogn Kommune,963999089,https://www.frogn.kommune.no/,postmottak@frogn.kommune.no,64 90 60 00,Lokal,Ikke testet,,
32,Akershus,3216,Vestby,Søndre Follo Renseanlegg IKS,970964584,,anne-siv@sfrens.no,64 98 43 60,Lokal,Ikke testet,,
32,Akershus,3216,Vestby,Vestby Kirkelige Fellesråd,976986121,https://www.kirken.no/vestby,post.vestby@kirken.no,64 98 00 70,Lokal,Ikke testet,,
32,Akershus,3216,Vestby,Vestby Kommune,943485437,https://www.vestby.kommune.no/,post@vestby.kommune.no,64980100,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Follo Ren IKS,975804569,https://www.folloren.no,post@folloren.no,05660,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Krise- og Incestsenteret i Follo IKS,979211902,https://www.kisif.no,post@kisif.no,64 97 23 00,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Nordre Follo Renseanlegg IKS,971521570,https://www.nfra.no,post@nfra.no,64 97 44 50,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Norges miljø- og biovitenskapelige universitet,988920874,https://nmbu.no,,,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Vitenparken Campus ås Sti,971255730,https://www.vitenparken.no,resepsjon@vitenparken.no,64 96 62 80,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Ås Kirkelige Fellesråd,976986210,https://www.kirken.no/as,post.as@kirken.no,64 96 23 30,Lokal,Ikke testet,,
32,Akershus,3218,Ås,Ås Kommune,964948798,https://www.as.kommune.no/,post@as.kommune.no,64 96 20 00,Lokal,Ikke testet,,
32,Akershus,3220,Enebakk,Enebakk Kommune,964949581,https://www.enebakk.kommune.no/,postmottak@enebakk.kommune.no,64 99 20 00,Lokal,Ikke testet,,
32,Akershus,3222,Lørenskog,Kommunalt Oppgavefellesskap Mot Akutt Forurensning Region 2,999147283,https://www.akutt-forurensning-region2.no,,67 91 04 00,Lokal,Ikke testet,,
32,Akershus,3222,Lørenskog,Lørenskog Kirkelige Fellesråd,976986660,https://kirken.no/lorenskog,lorenskog@kirken.no,23 89 86 28,Lokal,Ikke testet,,
32,Akershus,3222,Lørenskog,Lørenskog Kommune,842566142,https://www.lorenskog.kommune.no/,postmottak@lorenskog.kommune.no,67934000,Lokal,Ikke testet,,
32,Akershus,3222,Lørenskog,Nedre Romerike Brann- og Redningsvesen IKS,976634438,https://www.nrbr.no,post@nrbr.no,67 91 04 00,Lokal,Ikke testet,,
32,Akershus,3222,Lørenskog,Viken Kontrollutvalgssekretariat IKS,898704262,,,,Lokal,Ikke testet,,
32,Akershus,3224,Rælingen,Rælingen Kirkelige Fellesråd,976986601,https://www.ralingen.kirken.no,post@ralingen.kirken.no,64 80 41 60,Lokal,Ikke testet,,
32,Akershus,3224,Rælingen,Rælingen Kommune,952540556,https://www.ralingen.kommune.no/,postmottak@ralingen.kommune.no,63 83 51 00,Lokal,Ikke testet,,
32,Akershus,3226,Aurskog-Høland,Aurskog-høland Kirkelig Fellesråd,976986520,https://ah.kirken.no/,post@ah.kirken.no,47 87 84 22,Lokal,Ikke testet,,
32,Akershus,3226,Aurskog-Høland,Aurskog-høland Kommune,948164256,https://www.ahk.no,postmottak@ahk.no,63 85 25 00,Lokal,Ikke testet,,
32,Akershus,3228,Nes,Esval Miljøpark Nes KF,997756215,https://www.esval.no,post@esval.no,63 91 24 70,Lokal,Ikke testet,,
32,Akershus,3228,Nes,Nes Kirkelige Fellesråd,976986857,https://www.kirkenines.no,post.nes@kirken.no,66 10 49 30,Lokal,Ikke testet,,
32,Akershus,3228,Nes,Nes Kommune,938679088,https://www.nes.kommune.no/,postmottak@nes.kommune.no,66 10 40 00,Lokal,Ikke testet,,
32,Akershus,3230,Gjerdrum,Gjerdrum Fjellstyre,916801238,,ole@skogteknikk.no,,Lokal,Ikke testet,,
32,Akershus,3230,Gjerdrum,Gjerdrum Kommune,864949762,https://www.gjerdrum.kommune.no,postmottak@gjerdrum.kommune.no,66 10 60 00,Lokal,Ikke testet,,
32,Akershus,3232,Nittedal,Nittedal Kirkelige Fellesråd,976986741,https://www.nittedal.kirken.no/,merete.strandberg@nittedal.kirken.no,67 05 90 42,Lokal,Ikke testet,,
32,Akershus,3232,Nittedal,Nittedal Kommunale Eiendomsforetak (nittedal-eiendom KF),994860216,,,67 05 90 00,Lokal,Ikke testet,,
32,Akershus,3232,Nittedal,Nittedal Kommune,971643870,https://www.nittedal.kommune.no/,postmottak@nittedal.kommune.no,67 05 90 00,Lokal,Ikke testet,,
32,Akershus,3234,Lunner,Lunner Kirkelige Fellesråd,976989171,https://www.kirken.lunner.no,post.lunner@kirken.no,61 32 48 00,Lokal,Ikke testet,,
32,Akershus,3234,Lunner,Lunner Kommune,961381452,https://www.lunner.kommune.no,post@lunner.kommune.no,61 32 40 00,Lokal,Ikke testet,,
32,Akershus,3236,Jevnaker,Jevnaker Kommune,961381363,https://www.jevnaker.kommune.no,postmottak@jevnaker.kommune.no,61 31 57 00,Lokal,Ikke testet,,
32,Akershus,3236,Nannestad,Nannestad kommune,935479072,https://nannestad.kommune.no,,,Lokal,Ikke testet,,
32,Akershus,3238,Eidsvoll,Eidsvoll kommune,935479099,https://eidsvoll.kommune.no,,,Lokal,Ikke testet,,
32,Akershus,3238,Nannestad,Nannestad Kirkelige Fellesråd,976986962,https://www.kirken.nannestad.no,post.nannestad@kirken.no,,Lokal,Ikke testet,,
32,Akershus,3238,Nannestad,Nannestad Kommune,964950202,https://www.nannestad.kommune.no/,postmottak@nannestad.kommune.no,66 10 50 00,Lokal,Ikke testet,,
32,Akershus,3240,Eidsvoll,Eidsvoll Kommune,964950113,https://www.eidsvoll.kommune.no/,postmottak@eidsvoll.kommune.no,66 10 70 00,Lokal,Ikke testet,,
32,Akershus,3240,Eidsvoll,Eidsvoll og Hurdal Kirkelige Fellesråd,976986911,https://www.kirken.no/kirkeneieidsvolloghurdal,lk323@kirken.no,63 96 52 20,Lokal,Ikke testet,,
32,Akershus,3240,Hurdal,Hurdal kommune,835479121,https://hurdal.kommune.no,,,Lokal,Ikke testet,,
32,Akershus,3242,Hurdal,Gardermoregionen Interkommunalt Politisk Råd,979720300,https://www.gardermoregionen.no,post@gardermoregionen.no,66 10 66 10,Lokal,Ikke testet,,
32,Akershus,3242,Hurdal,Hurdal Kommune,939780777,https://www.hurdal.kommune.no/,postmottak@hurdal.kommune.no,66 10 66 10,Lokal,Ikke testet,,
