Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
39,Vestfold,3903,Holmestrand,Blindevannverket Interkommunale Selskap,978609562,,gjermund.tandberg@holmestrand.kommune.no,,Lokal,Ikke testet,,
39,Vestfold,3903,Holmestrand,Holmestrand Havn KF,,https://holmestandhavn.no,,,Lokal,Ikke testet,,
39,Vestfold,3903,Holmestrand,Holmestrand Kirkelige Fellesråd,976990552,https://www.holmestrand.kirken.no,post.holmestrand@kirken.no,33 06 40 50,Lokal,Ikke testet,,
39,Vestfold,3903,Holmestrand,Holmestrand Kommune,917151229,https://www.holmestrand.kommune.no/,postmottak@holmestrand.kommune.no,33 05 95 00,Lokal,Ikke testet,,
39,Vestfold,3903,Holmestrand,Nord-jarlsberg Avfallsselskap IKS,851224882,,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Færder videregående skole,,https://ferder.vgs.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Haugar Vestfold Kunstmuseums Samling Sti,971317116,,,33 30 76 70,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Jarlsberg Ikt - Kommunalt Oppgavefellesskap,919431016,https://www.jarlsberg-ikt.no,postmottak@jarlsberg-ikt.no,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Sem fengsel,,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Sykehuset i Vestfold HF,983975259,https://www.siv.no,post@siv.no,33 34 20 00,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Sør-øst 110 IKS,987066857,https://www.sorost110.no,post@sorost110.no,33 31 41 10,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tunsberg bispedømme,976987699,https://kirken.no/tunsberg,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tønsberg Kirkelige Fellesråd,976990625,https://www.kirken.no/tonsberg,post.tonsberg@kirken.no,33 37 47 00,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tønsberg Kommune,921383681,https://tonsberg.kommune.no,postmottak@tonsberg.kommune.no,33406000,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tønsberg Renseanlegg IKS,942110375,https://www.rense.no,post@rense.no,33 35 77 50,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tønsberg videregående skole,,https://tonsberg.vgs.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,VKT - Vestfold Kollektivtrafikk AS,979874215,https://vkt.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Verneområdestyret for Brattefjell-vindeggen Landskapsvernområde,918812628,https://www.nasjonalparkstyre.no/Brattefjell-Vindeggen/,kristian.herregarden@statsforvalteren.no,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vesar IKS,974536865,https://vesar.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold Fylkeskommune,929882385,,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold Interkommunale Brannvesen IKS,982847796,https://www.vibr.no,post@vibr.no,33 00 36 00,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold Vann IKS,978557687,https://vestfoldvann.no,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold fylkesbibliotek,,https://vtfk.no/fylkesbibliotek,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold fylkeskommune tilskudd,,https://vffrk.no/tilskudd,,,Nasjonal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold og Telemark kollektivtrafikk,,https://vtfk.no/kollektiv,,,Lokal,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold tingrett,,https://domstol.no/vestfold,,,Lokal,Ikke testet,,
39,Vestfold,3907,Sandefjord,Sandefjord Kirkelige Fellesråd,976990676,https://www.sandefjord.kirken.no,post.sandefjord@kirken.no,33 45 44 50,Lokal,Ikke testet,,
39,Vestfold,3907,Sandefjord,Sandefjord Kommune,916882807,https://www.sandefjord.kommune.no,postmottak@sandefjord.kommune.no,33416000,Lokal,Ikke testet,,
39,Vestfold,3907,Sandefjord,Sandefjord Kommunes Boligstiftelse,996225763,,,,Lokal,Ikke testet,,
39,Vestfold,3907,Sandefjord,Vestfold Krematorium IKS,988100226,,post@vk-iks.no,,Lokal,Ikke testet,,
39,Vestfold,3907,Sandefjord,Vestfoldmuseene IKS,993871184,https://vestfoldmuseene.no,post@vestfoldmuseene.no,,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Larvik Arena IKS,992910356,https://www.arena.larvik.no,post@arena.larvik.no,,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Larvik Havn KF,942139241,https://www.larvik.havn.no,post@larvik.havn.no,33 16 57 50,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Larvik Kirkelige Fellesråd,976990803,https://www.kirken.no/larvik,post.kirken@larvik.no,33 17 30 00,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Larvik Kommune,918082956,https://www.larvik.kommune.no,postmottak@larvik.kommune.no,33171000,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Larvik Kulturhus Bølgen KF,992079142,,,33 17 24 00,Lokal,Ikke testet,,
39,Vestfold,3909,Larvik,Vestfold Vann IKS,962351409,https://www.viv.no,post@vestfoldvann.no,33 11 03 00,Lokal,Ikke testet,,
39,Vestfold,3911,Færder,Færder Kirkelige Fellesråd,918794034,https://www.kirken.no/faerder,postmottak@faerder.kirken.no,33 35 11 80,Lokal,Ikke testet,,
39,Vestfold,3911,Færder,Færder Nasjonalparksenter IKS,916484208,https://www.ferdernasjonalpark.no,post@ferdernasjonalparksenter.no,33 50 76 00,Lokal,Ikke testet,,
39,Vestfold,3911,Færder,Færder kommune,918028262,https://faerder.kommune.no,postmottak@faerder.kommune.no,33390000,Lokal,Ikke testet,,
