Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
42,Agder,4203,Arendal,Aust-Agder museum og arkiv,876766032,https://afrma.no,,,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Aust-Agder tingrett,,https://domstol.no/aust-agder,,,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Aust-agder Museum og Arkiv IKS,986088695,https://www.aama.no,postmottak@aama.no,37 01 79 00,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Ikt Agder IKS,985359385,https://www.ikt-agder.no,postmottak@ikt-agder.no,37 05 52 20,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Raet Nasjonalparkstyre,926840495,https://www.nasjonalparkstyre.no/raet,fmavjmg@fylkesmannen.no,37 01 78 45,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Sam Eyde videregående skole,,https://sameyde.vgs.no,,,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Sørlandet Kommunerevisjon IKS,971328452,https://www.ariks.no,post@aarevisjon.no,37 01 33 90,Lokal,Ikke testet,,
42,Agder,4203,Arendal,Østre Agder Interkommunale Helsebygg IKS,931652354,,,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,110 Agder IKS,830301402,https://www.110agder.no,post@110agder.no,37 06 55 50,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Agder Fylkeskommune,921707134,,postmottak@agderfk.no,38 05 00 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Agder Kollektivtrafikk AS,991776524,,,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Agder Kommunerevisjon IKS,987183918,https://agderkomrev.no,post.revisjonen@agderkomrev.no,38 07 27 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Arkivsenter Sør IKS,971531673,https://www.arkivsentersor.no,post@arkivsentersor.no,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Etablerersenteret Agder IKS,995233762,https://www.drivagder.no,post@evasenter.no,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kilden Teater og Konserthus IKS,986471839,https://www.kilden.com,post@kilden.com,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kristiansand Havn IKS,926180711,https://www.portofkristiansand.no,post@kristiansand-havn.no,38 00 60 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kristiansand Havn KF,963897642,https://www.portofkristiansand.no,post@kristiansand-havn.no,38 00 60 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kristiansand Kirkelig Fellesråd,876992612,https://www.kristiansand.kirken.no,post.kirkelig.fellesraad@kristiansand.kommune.no,38 19 68 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kristiansand Kommune,820852982,https://kristiansand.kommune.no,postmottak@kristiansand.kommune.no,38 07 50 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Kristiansandsregionen Brann og Redning IKS,993470244,https://www.kbr.no,kbr@kbr.no,47 81 40 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Midt-agder Friluftsråd Kommunalt Oppgavefellesskap,975641716,https://www.midt-agderfriluft.no,post@midt-agderfriluft.no,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Nye Veier AS,915488099,,,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Ofa IKS,931832336,,,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Stiftelsen Bredalsholmen Dokk og Fartøyvernsenter,966563273,,bredalsholmen.dokk@bredalsholmen.no,38 08 76 77,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Stiftelsen Kunstsilo,976215834,https://www.kunstsilo.no,post@kunstsilo.no,38 07 49 00,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Sørlandet Sykehus HF,983975240,https://www.sshf.no,postmottak@sshf.no,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Vannassistansen i Vestre Agder Kommunalt Oppgavefelleskap (VAVA),897755912,https://vava.no,ola.skar.dahl@kristiansand.kommune.no,,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Verneområdestyret for Oksøy-ryvingen og Flekkefjord Landskapsvernområder,922334048,https://www.nasjonalparkstyre.no/Oksoy-Ryvingen/,fmavmso@fylkesmannen.no,38 17 62 20,Lokal,Ikke testet,,
42,Agder,4204,Kristiansand,Vest-agder-museet IKS,989072048,https://www.vestagdermuseet.no,post@vestagdermuseet.no,38 12 03 50,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Brannvesenet Sør IKS,969952890,https://www.brannsor.no,post@brannsor.no,38 27 01 10,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Ddv IKS,930654914,https://www.ddv.no,post@ddv.no,,Lokal,Ikke testet,,
42,Agder,4205,Grimstad,Grimstad kommune,864954732,https://grimstad.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Lindesnes Havn KF,970548513,https://www.mandalhavn.no,ove.nodeland@lindesnes.kommune.no,,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Lindesnes Kirkelige Fellesråd,921823797,https://www.mandal.kirken.no,or293@kirken.no,,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Lindesnes Kommune,921060440,https://www.lindesnes.kommune.no,post@lindesnes.kommune.no,38 25 70 00,Lokal,Ikke testet,,
42,Agder,4205,Lindesnes,Risøbank Interkommunale Selskap,988192031,https://www.risobank.no,post@risobank.no,,Lokal,Ikke testet,,
42,Agder,4206,Farsund,Farsund Kirkelige Fellesråd,976992717,https://www.farsund.kirken.no/,post@farsund.kirken.no,38395530,Lokal,Ikke testet,,
42,Agder,4206,Farsund,Farsund Kommune,964083266,https://www.farsund.kommune.no/,post@farsund.kommune.no,38 38 20 00,Lokal,Ikke testet,,
42,Agder,4206,Farsund,Lister Friluftsråd Kommunalt Oppgavefellesskap,990333394,https://www.listerfriluft.no,lister@friluftsrad.no,,Lokal,Ikke testet,,
42,Agder,4206,Farsund,Listerhavnene IKS,928470318,,post@listerhavnene.no,38 38 20 00,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Energi AS,981952324,https://ae.no,firmapost@ae.no,38 60 70 00,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Energi Nett AS,982974011,https://telemarkfylke.no,post.nett@glitrenett.no,38 60 72 72,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Kollektivtrafikk AS,920299681,https://aktfrr.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Kollektivtrafikk AS (AKT),991439444,https://akt.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder fengsel,,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder fylkesbibliotek,,https://agderfylke.no/fylkesbibliotek,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder fylkeskommune tilskudd,,https://agderfk.no/tilskudd,,,Nasjonal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder idrettskrets,971274778,https://agderidrettskrets.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Agder og Telemark bispedømme,976994317,https://kirken.no/agder,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Avfall Sør Husholdning AS,984066718,https://avfallsor.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Barneverntjenesten Kristiansand,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Fagskolen i Agder,974628480,https://fagskolen-agder.no,,,Lokal,Ikke testet,,
42,Agder,4207,Flekkefjord,Flekkefjord Kirkelige Fellesråd,976992776,https://www.flekkefjord.kirken.no/,kirkevergen@flekkefjord.kommune.no,38 32 88 20,Lokal,Ikke testet,,
42,Agder,4207,Flekkefjord,Flekkefjord Kommune,964967369,https://www.flekkefjord.kommune.no/,post@flekkefjord.kommune.no,38 32 80 00,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Gimle skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,IKA Agder,984044396,https://ikfra-agder.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Innovasjon Norge region Agder,,https://innovasjonnorge.no/agder,,,Nasjonal,Ikke testet,,
42,Agder,4207,Flekkefjord,Irs Miljø IKS,995055244,https://www.erikstemmen.no,post@erikstemmen.no,38 32 60 80,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Karuss skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kilden Teater og Konserthus,979491870,https://kilfrden.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kongsgård skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand Havn KF,952149091,https://kristiansandhavn.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand Lufthavn Kjevik,965694331,https://avinor.no/flyplass/kristiansand,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand fengsel,,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand folkebibliotek,,https://kristiansandbibliotek.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kanonmuseum,,https://kanonmuseet.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand katedralskole Gimle,974628308,https://kkg.vgs.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kirkelige fellesråd,976149683,https://kristiansandkirken.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kommune,921029238,https://kristiansand.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kommune Grunnskole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kommune Helsestasjoner,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kommune Vann og avløp,,https://kristiansand.kommune.no/va,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kommune barnehager,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kunsthall,,https://kunsthall.no/kristiansand,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand tingrett,,https://domstol.no/kristiansand,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansandsregionen brann og redning IKS,920269483,https://kfrsbr.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Kvadraturen skolesenter,974628324,https://kvadraturen.vgs.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,NAV Kristiansand,,https://nav.no/kristiansand,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Sparebanken Sør Arena,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Statsforvalteren i Agder,974762498,https://statsforvalteren.no/agder,,,Nasjonal,Ikke testet,,
42,Agder,4207,Kristiansand,Studentsamskipnaden i Agder (SiA),971470666,https://sia.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Sørlandets Kunstmuseum (SKMU),980479808,https://skmu.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Sørlandets Teknologisenter AS,974312096,https://sts-agder.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Tangen videregående skole,974628332,https://tangen.vgs.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Tannhelsetjenesten Agder,974628472,https://tannhelse.agderfk.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Universitetet i Agder,970546200,https://uia.no,post@uia.no,38 14 10 00,Nasjonal,Ikke testet,,
42,Agder,4207,Kristiansand,Vest-Agder-museet,985399320,https://vestagdermuseet.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Visit Sørlandet AS,988878315,https://visitfrorlandet.com,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Vågsbygd skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
42,Agder,4207,Kristiansand,Vågsbygd videregående skole,974628316,https://vagsbygd.vgs.no,,,Lokal,Ikke testet,,
42,Agder,4211,Gjerstad,Gjerstad Kommune,964964998,https://www.gjerstad.kommune.no/,postmottak@gjerstad.kommune.no,37 11 97 00,Lokal,Ikke testet,,
42,Agder,4212,Vegårshei,Regionalt Næringsfond for Østregionen - Kommunalt Oppgavefellesskap,826015322,,tak@akst.no,37 29 63 21,Lokal,Ikke testet,,
42,Agder,4212,Vegårshei,Vegårshei Kommune,964965048,https://www.vegarshei.kommune.no/,post@vegarshei.kommune.no,37 17 02 00,Lokal,Ikke testet,,
42,Agder,4213,Tvedestrand,Furøya IKS,813174812,https://furoya.no,andreas.grimsland@tvedestrand.kommune.no,37 19 95 62,Lokal,Ikke testet,,
42,Agder,4213,Tvedestrand,Tvedestrand Kirkelige Fellesråd,976992210,https://www.tvedestrand.kirken.no,post.tvedestrand@kirken.no,37 19 96 94,Lokal,Ikke testet,,
42,Agder,4213,Tvedestrand,Tvedestrand Kommune,964965781,https://www.tvedestrand.kommune.no/,post@tvedestrand.kommune.no,37 19 95 00,Lokal,Ikke testet,,
42,Agder,4213,Vegårshei,Vegårshei kommune,864953479,https://vegarshei.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4214,Froland,Froland Kirkelige Fellesråd,976992245,https://froland.kirken.no,karl.otto.braathen@agderkirken.no,37 23 55 20,Lokal,Ikke testet,,
42,Agder,4214,Froland,Froland Kommune,946439045,https://www.froland.kommune.no,post@froland.kommune.no,37 23 55 00,Lokal,Ikke testet,,
42,Agder,4214,Froland,Frolands Verk Kultursenter KF,986276688,https://www.frolandsverk.no,post@frolandsverk.no,37 03 70 03,Lokal,Ikke testet,,
42,Agder,4215,Lillesand,Lillesand Kirkelige Fellesråd,976992288,https://www.lillesand.kirken.no,kirkekontoret.lillesand@lillesand.kommune.no,37 26 81 81,Lokal,Ikke testet,,
42,Agder,4215,Lillesand,Lillesand Kommune,964965404,https://www.lillesand.kommune.no/,postmottak@lillesand.kommune.no,37 26 15 00,Lokal,Ikke testet,,
42,Agder,4215,Lillesand,Lillesand og Birkenes Interkommunale Renovasjonsselskap Libir IKS,870934432,https://www.libir.no,post@libir.no,37 26 96 50,Nasjonal,Ikke testet,,
42,Agder,4215,Lillesand,Struktur1 Kommunalt Oppgavefellesskap,913326946,,post@struktur1.no,37 26 15 00,Lokal,Ikke testet,,
42,Agder,4215,Tvedestrand,Tvedestrand kommune,864953908,https://tvedestrand.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4216,Birkenes,Birkenes Kirkelige Fellesråd,976992318,https://www.birkenes.kirken.no/,kirken@birkenes.kommune.no,37 28 15 55,Lokal,Ikke testet,,
42,Agder,4216,Birkenes,Birkenes Kommune,964965870,https://www.birkenes.kommune.no/,postmottak@birkenes.kommune.no,37 28 15 00,Lokal,Ikke testet,,
42,Agder,4217,Åmli,Åmli Kommune,864965962,https://www.amli.kommune.no/,post@amli.kommune.no,37 18 52 00,Lokal,Ikke testet,,
42,Agder,4218,Iveland,Iveland Kommune,864966012,https://www.iveland.kommune.no/,postmottak@iveland.kommune.no,37 96 12 00,Lokal,Ikke testet,,
42,Agder,4219,Evje Og Hornnes,Evje og Hornnes Kommune,964966109,https://www.e-h.kommune.no/,post@e-h.kommune.no,37 93 23 00,Lokal,Ikke testet,,
42,Agder,4219,Froland,Froland kommune,864954295,https://froland.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4219,Evje Og Hornnes,Setesdal Brannvesen IKS,887932492,https://sb-iks.no,post@sb-iks.no,37 93 32 46,Lokal,Ikke testet,,
42,Agder,4219,Evje Og Hornnes,Setesdal Miljø & Gjenvinning IKS,988575941,https://www.smg-iks.no,post@smg-iks.no,37 93 17 00,Lokal,Ikke testet,,
42,Agder,4220,Bygland,Bygland Kommune,964966397,https://www.bygland.kommune.no/,post@bygland.kommune.no,37 93 49 60,Lokal,Ikke testet,,
42,Agder,4220,Bygland,Bygland Kyrkjelege Fellesråd,976992458,,kyrkjeverje@bygland.kommune.no,37 93 47 00,Lokal,Ikke testet,,
42,Agder,4221,Birkenes,Birkenes kommune,864954554,https://birkenes.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4221,Valle,Konsesjonskraft IKS,971330937,https://www.konsesjonskraft.no,post@konsesjonskraft.no,37 93 75 00,Lokal,Ikke testet,,
42,Agder,4221,Valle,Setesdal Interkommunalt Politisk Råd,981543556,https://www.setesdal.no,post@setesdal.no,37 93 75 25,Lokal,Ikke testet,,
42,Agder,4221,Valle,Setesdalsmuseet Eigedom IKS,987843020,,ask@setesdalsmuseet.no,37 93 63 03,Lokal,Ikke testet,,
42,Agder,4221,Valle,Valle Kommune,964966575,https://www.valle.kommune.no,post@valle.kommune.no,37 93 75 00,Lokal,Ikke testet,,
42,Agder,4221,Valle,Øyne Industribygg Valle KF,883270312,,vicky.norvik@valle.kommune.no,37 93 75 05,Lokal,Ikke testet,,
42,Agder,4222,Bykle,Bykle Kommune,958814968,https://www.bykle.kommune.no/,postmottak@bykle.kommune.no,37 93 85 00,Lokal,Ikke testet,,
42,Agder,4223,Vennesla,Vennesla Kirkelige Fellesråd,976992814,https://www.kirkebakken.no,kirkvergen.vennesla@kirken.no,38 15 00 80,Lokal,Ikke testet,,
42,Agder,4223,Vennesla,Vennesla Kommune,936846777,https://www.vennesla.kommune.no/,epost@vennesla.kommune.no,38 13 72 00,Lokal,Ikke testet,,
42,Agder,4224,Åseral,Hægebostad og Åseral Renovasjonsselskap-hår IKS,979361475,https://www.har-renovasjon.no,postmaster@har-renovasjon.no,38 28 32 50,Nasjonal,Ikke testet,,
42,Agder,4224,Åseral,Åseral Kommune,964966842,https://www.aseral.kommune.no/,post@aseral.kommune.no,38 28 58 00,Lokal,Ikke testet,,
42,Agder,4225,Lyngdal,Audnedal Kyrkjelege Fellesråd,976992938,https://www.audnedal-kirken.no,ingunn.birkeland@lyngdal.kirken.no,,Lokal,Ikke testet,,
42,Agder,4225,Iveland,Iveland kommune,864954562,https://iveland.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4225,Lyngdal,Lyngdal Kirkelige Fellesråd,976993012,https://www.lyngdal.kirken.no/,carl.magnus.salvesen@lyngdal.kirken.no,47 97 30 01,Lokal,Ikke testet,,
42,Agder,4225,Lyngdal,Lyngdal Kommune,922421498,,,,Lokal,Ikke testet,,
42,Agder,4226,Hægebostad,Hægebostad Kirkelige Fellesråd,976993047,https://www.haegebostad.kirken.no,carl.magnus.salvesen@lyngdal.kirken.no,38 34 87 08,Lokal,Ikke testet,,
42,Agder,4226,Hægebostad,Hægebostad Kommune,964963916,https://www.haegebostad.kommune.no/,postmottak@haegebostad.kommune.no,38 34 91 00,Lokal,Ikke testet,,
42,Agder,4226,Hægebostad,Tingvatn Fornminnepark og Besøkssenter IKS,990168199,https://www.tingvatn.no,stale.olsen@haegebostad.kommune.no,38 38 91 00,Lokal,Ikke testet,,
42,Agder,4227,Kvinesdal,Agder Sekretariat Kommunalt Oppgavefellesskap,988798185,,willy.gill@asekretariat.no,38 35 14 09,Lokal,Ikke testet,,
42,Agder,4227,Evje og Hornnes,Evje og Hornnes kommune,864954635,https://e-h.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4227,Kvinesdal,Kvinesdal Kirkelig Fellesråd,876993082,https://www.kvinesdal.kirken.no,post.kvinesdal@kirken.no,38 60 20 08,Lokal,Ikke testet,,
42,Agder,4227,Kvinesdal,Kvinesdal Kommune,964964076,https://www.kvinesdal.kommune.no/,post@kvinesdal.kommune.no,38357700,Lokal,Ikke testet,,
42,Agder,4228,Bygland,Bygland kommune,864954708,https://bygland.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4228,Sirdal,Sirdal Kommune,964964165,https://www.sirdal.kommune.no,post@sirdal.kommune.no,38 37 90 00,Lokal,Ikke testet,,
42,Agder,4228,Sirdal,Sirdal Promenade KF,931370707,,,,Lokal,Ikke testet,,
42,Agder,4228,Sirdal,Sirdalsvekst KF,984776322,,,38 37 90 00,Lokal,Ikke testet,,
42,Agder,4229,Valle,Valle kommune,964954716,https://valle.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4230,Bykle,Bykle kommune,864954759,https://bykle.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4232,Lindesnes,Lindesnes kommune,921450033,https://lindesnes.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4232,Lindesnes,Lindesnesregionen Næringshage AS,986623520,https://lrn.no,,,Lokal,Ikke testet,,
42,Agder,4234,Farsund,Farsund kommune,864955328,https://farsund.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4236,Flekkefjord,Flekkefjord kommune,864955387,https://flekkefjord.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4236,Flekkefjord,Lister Nyskaping AS,994253698,https://listernyskaping.no,,,Lokal,Ikke testet,,
42,Agder,4238,Sirdal,Sirdal kommune,864955573,https://sirdal.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4240,Kvinesdal,Kvinesdal kommune,864955492,https://kvinesdal.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4242,Hægebostad,Hægebostad kommune,864955530,https://hagebostad.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4244,Lyngdal,Lyngdal kommune,921097755,https://lyngdal.kommune.no,,,Lokal,Ikke testet,,
42,Agder,4246,Åseral,Åseral kommune,864955107,https://aseral.kommune.no,,,Lokal,Ikke testet,,
