Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
40,Telemark,4003,Skien,Sykehuset Telemark HF,983975267,https://www.sthf.no,postmottak@sthf.no,35 00 35 00,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Tannhelsetjenesten Telemark,974628499,https://tannhelse.telemark.no,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark Fylkeskommune,929882989,,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark Museum Sti,970946047,https://www.telemark.museum.no,post@telemark.museum.no,35 54 45 00,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark fengsel,,https://kriminalomsorgen.no,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark fylkesbibliotek,,https://telemarkfylke.no/fylkesbibliotek,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark fylkeskommune tilskudd,,https://telemarkfylke.no/tilskudd,,,Nasjonal,Ikke testet,,
40,Telemark,4003,Skien,Telemark og Vestfold Regionteater AS,930096741,https://www.teateribsen.no,firmapost@teateribsen.no,35 90 50 50,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Telemark tingrett,,https://domstol.no/telemark,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Tunsberg bispedømme,976996207,https://kirken.no/tunsberg,,,Lokal,Ikke testet,,
40,Telemark,4003,Skien,Vestfold og Telemark Revisjon IKS,923822410,https://vtrevisjon.no,post@vtrevisjon.no,33 07 13 00,Lokal,Ikke testet,,
40,Telemark,4005,Notodden,Notodden Kirkelig Fellesråd,976991338,https://www.notodden.kirken.no,havard.russnes@notodden.kirken.no,35 02 04 00,Lokal,Ikke testet,,
40,Telemark,4005,Notodden,Notodden Kommune,938583986,https://www.notodden.kommune.no/,postmottak@notodden.kommune.no,35 01 50 00,Lokal,Ikke testet,,
40,Telemark,4005,Notodden,Notodden Kommuneskoger KF,914260078,,tommy.granlien@notodden.kommune.no,35 01 50 00,Lokal,Ikke testet,,
40,Telemark,4005,Notodden,Notodden Utvikling AS,,https://notodden-utvikling.no,,,Lokal,Ikke testet,,
40,Telemark,4005,Porsgrunn,Porsgrunn videregående skole,,https://porsgrunn.vgs.no,,,Lokal,Ikke testet,,
40,Telemark,4010,Siljan,Siljan Kommune,864953042,https://www.siljan.kommune.no/,post@siljan.kommune.no,35 94 25 00,Lokal,Ikke testet,,
40,Telemark,4012,Bamble,Bamble Kirkelige Fellesråd,976991397,https://bamble.kirken.no,bamble.kirkelige.fellesrad@bamble.kommune.no,35 96 52 81,Lokal,Ikke testet,,
40,Telemark,4012,Bamble,Bamble Kommune,940244145,https://www.bamble.kommune.no/,postmottak@bamble.kommune.no,35 96 50 00,Lokal,Ikke testet,,
40,Telemark,4012,Bamble,Frisk Bris Bamble KF,996325199,https://www.friskbris.info,henning.weider@bamble.kommune.no,35 96 50 00,Lokal,Ikke testet,,
40,Telemark,4012,Bamble,Grenland Havn IKS,979867016,https://grenlandhavn.no,,,Lokal,Ikke testet,,
40,Telemark,4012,Kragerø,Kragerø videregående skole,,https://kragero.vgs.no,,,Lokal,Ikke testet,,
40,Telemark,4014,Kragerø,"Frøken Henriette Homanns Legat, Berg-kragerø Museum Sti",971492406,https://telemarkmuseum.no/museum,,35 98 14 53,Lokal,Ikke testet,,
40,Telemark,4014,Kragerø,Jomfruland Nasjonalpark,921645996,https://jomfrulandnasjonalpark.no/,eirik.dobbedal@statsforvalteren.no,,Lokal,Ikke testet,,
40,Telemark,4014,Kragerø,Kragerø Havnevesen KF,974644312,,kragerohavn@kragero.kommune.no,35 98 17 50,Lokal,Ikke testet,,
40,Telemark,4014,Kragerø,Kragerø Kirkelige Fellesråd,976991443,https://kragerokirkene.no/,anne-mette.bamle@kragero.kommune.no,35 98 63 64,Lokal,Ikke testet,,
40,Telemark,4014,Kragerø,Kragerø Kommune,963946902,https://www.kragero.kommune.no/,post@kragero.kommune.no,35 98 62 00,Lokal,Ikke testet,,
40,Telemark,4014,Notodden,Notodden videregående skole,,https://notodden.vgs.no,,,Lokal,Ikke testet,,
40,Telemark,4016,Drangedal,Drangedal Kirkelige Fellesråd,976991486,https://kirken@drangedal.kommune.no,bjorn.reiten@drangedal.kommune.no,35997010,Lokal,Ikke testet,,
40,Telemark,4016,Drangedal,Drangedal Kommune,933277461,https://www.drangedal.kommune.no/,postmottak@drangedal.kommune.no,35 99 70 00,Lokal,Ikke testet,,
40,Telemark,4018,Nome,Nome Kommune,964963371,https://www.nome.kommune.no/,postmottak@nome.kommune.no,35 94 62 00,Lokal,Ikke testet,,
40,Telemark,4018,Nome,Nome Kyrkjelege Fellesråd,976991532,https://www.nome.kirken.no,mona@nome.kirken.no,35 94 62 62,Lokal,Ikke testet,,
40,Telemark,4018,Nome,Nome og Midt-telemark Næringsfond IKS,987363517,,,35 94 62 00,Lokal,Ikke testet,,
40,Telemark,4018,Nome,Telemarkskanalen Fkf,990599386,https://www.telemarkskanalen.no,fakturabehandling@vtfk.no,35 91 70 00,Lokal,Ikke testet,,
40,Telemark,4020,Midt-Telemark,Midt-Telemark kommune,917150737,https://telemarkfylke.no,post@mt.kommune.no,35059000,Lokal,Ikke testet,,
40,Telemark,4020,Midt-Telemark,Midt-telemark Kyrkjelege Fellesråd,922753318,https://www.bokyrkje.no,post@bokyrkje.no,35 06 10 40,Lokal,Ikke testet,,
40,Telemark,4020,Midt-Telemark,"Vestfold, Telemark og Agder Kontrollutvalgssekreteriat IKS",987993766,https://vetaks.no,postmottak@vetaks.no,,Lokal,Ikke testet,,
40,Telemark,4022,Seljord,Seljord Kirkelige Fellesråd,976991729,https://www.seljordkyrkje.no/,jon@seljordkyrkje.no,35 06 54 70,Lokal,Ikke testet,,
40,Telemark,4022,Seljord,Seljord Kommune,964963738,https://www.seljord.kommune.no,post@seljord.kommune.no,35 06 51 00,Lokal,Ikke testet,,
40,Telemark,4024,Hjartdal,Hjartdal Kommune,964963649,https://www.hjartdal.kommune.no/,postmottak@hjartdal.kommune.no,35 02 80 00,Lokal,Ikke testet,,
40,Telemark,4024,Kviteseid,Kviteseid kommune,864951829,https://kviteseid.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4024,Kviteseid,Vest-Telemarkrådet,971506636,https://vtfr.no,,,Lokal,Ikke testet,,
40,Telemark,4026,Tinn,Fjellab Drift IKS,932990628,https://www.fjellab.no,firmapost@fjellab.no,35 08 28 30,Lokal,Ikke testet,,
40,Telemark,4026,Nissedal,Nissedal kommune,864951918,https://nissedal.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4026,Tinn,Næringsfondet for Tinn Kommune Sti,977185068,,,35 08 26 00,Lokal,Ikke testet,,
40,Telemark,4026,Tinn,Tinn Kirkelige Fellesråd,876991632,https://www.kirken.tinn.no,post@kirken.tinn.no,35 08 28 60,Lokal,Ikke testet,,
40,Telemark,4026,Tinn,Tinn Kommune,864963552,https://www.tinn.kommune.no,postmottak@tinn.kommune.no,35 08 26 00,Lokal,Ikke testet,,
40,Telemark,4026,Tinn,Tinn Kommune Rjukanbadet KF,984592655,https://www.rjukanbadet.no,post@rjukanbadet.no,90 36 55 34,Lokal,Ikke testet,,
40,Telemark,4028,Fyresdal,Fyresdal kommune,864951969,https://fyresdal.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4028,Kviteseid,Kviteseid Kommune,964963827,https://www.kviteseid.kommune.no/,post@kviteseid.kommune.no,35 06 81 00,Lokal,Ikke testet,,
40,Telemark,4028,Kviteseid,Renovest IKS,980018725,https://www.renovest.no,post@renovest.no,35 06 80 00,Lokal,Ikke testet,,
40,Telemark,4028,Kviteseid,Vest-telemark Interkommunalt Politisk Råd,975476588,https://vt-radet.no,aa@vest-telemark.no,,Lokal,Ikke testet,,
40,Telemark,4030,Nissedal,Indre Agder og Telemark Avfallsselskap IKS,977500303,https://www.iata.no,iata@iata.no,35 04 83 50,Lokal,Ikke testet,,
40,Telemark,4030,Nissedal,Nissedal Kommune,964964343,https://www.nissedal.kommune.no/,info@nissedal.kommune.no,35 04 84 00,Lokal,Ikke testet,,
40,Telemark,4030,Tokke,Tokke kommune,864952019,https://tokke.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4032,Fyresdal,Fyresdal Kommune,939772766,https://www.fyresdal.kommune.no,postmottak@fyresdal.kommune.no,35 06 71 00,Lokal,Ikke testet,,
40,Telemark,4032,Vinje,Vinje kommune,864952035,https://vinje.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4034,Tokke,Stiftinga Vest-telemark Museum,985231931,,,,Lokal,Ikke testet,,
40,Telemark,4034,Tinn,Tinn kommune,964951896,https://tinn.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4034,Tokke,Tokke Kommune,964964521,https://www.tokke.kommune.no/,postmottak@tokke.kommune.no,35 07 52 00,Lokal,Ikke testet,,
40,Telemark,4034,Tokke,Tokke Kyrkjelege Fellesråd,976991907,https://www.kyrkja.tokke.no,kyrkjekontoret@tokke.no,35 07 52 30,Lokal,Ikke testet,,
40,Telemark,4034,Tokke,Vest-telemark Brann og Redning IKS,994517139,,,35 07 57 11,Lokal,Ikke testet,,
40,Telemark,4034,Tokke,Vest-telemark Museum Eidsborg Sti,969415070,,,35 07 73 31,Lokal,Ikke testet,,
40,Telemark,4036,Hjartdal,Hjartdal kommune,864951853,https://hjartdal.kommune.no,,,Lokal,Ikke testet,,
40,Telemark,4036,Vinje,Kraftkompetanse Kommunalt Oppgåvefelleskap,925190055,,tone.aanderaa.kiste@vinje.kommune.no,,Lokal,Ikke testet,,
40,Telemark,4036,Vinje,Rauland Fjellstyre,987763272,,,,Lokal,Ikke testet,,
40,Telemark,4036,Vinje,Vinje Kommune,964964610,https://www.vinje.kommune.no/,postmottak@vinje.kommune.no,35 06 23 00,Lokal,Ikke testet,,
40,Telemark,4036,Vinje,Vinje Kyrkjelege Fellesråd,976991966,https://www.vinje.kyrkja.no,kyrkjeverja@vinje.kommune.no,35 06 25 87,Lokal,Ikke testet,,
